artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
Taylor Swift,6.1.4.5,6,1 ,4  ,5   ,Shake It Off,0.371,"[u'deep pop r&b', u'dwn trap', u'pop', u'post-teen pop', u'r&b']",9,58,2015-10-15,79.824,0.145,2015
The Blue Hearts,6.1.4.5,6,1 ,4  ,5   ,Linda Linda,0.485,"[u'banda', u'grupera', u'norteno', u'regional mexican']",5,47,2015-04-14,92.916,0.658,2015
The Cinematics,6.1.4.5,6,1 ,4  ,5   ,A Strange Education,0.843,"[u'british indie rock', u'dance-punk', u'garage rock', u'indie rock', u'new rave', u'scottish rock']",4,36,2007-03-26,123.912,0.242,2007
The Cure,6.1.4.5,6,1 ,4  ,5   ,Lovesong,0.373,"[u'dance pop', u'pop']",0,61,2011-01-19,116.925,0.332,2011
The Fray,6.1.4.5,6,1 ,4  ,5   ,How To Save A Life,0.743,"[u'neo mellow', u'piano rock', u'pop', u'pop christmas', u'pop rock', u'post-grunge', u'viral pop']",10,78,2005-09-13,122.035,0.356,2005
The Killers,6.1.4.5,6,1 ,4  ,5   ,When You Were Young,0.983,"[u'alternative rock', u'indie christmas', u'indie pop', u'indie rock', u'neo mellow', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'rock', u'vegas indie']",8,66,2006-10-02,130.394,0.362,2006
The Pogues and Kirsty MacColl,6.1.4.5,6,1 ,4  ,5   ,Fairytale of New York,0.42,"[u'celtic punk', u'celtic rock', u'singer-songwriter']",2,55,1988-09-05,118.685,0.385,1988
ThePianoGuys,6.1.4.5,6,1 ,4  ,5   ,Berlin,0.0987,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow']",0,64,2015-01-13,75.898,0.157,2015
Tobu,6.1.4.5,6,1 ,4  ,5   ,Colors,0.819,"[u'etherpop', u'indie poptimism', u'pop']",1,68,2015-08-28,100.063,0.516,2015
Tori Kelly,6.1.4.5,6,1 ,4  ,5   ,Hollow,0.664,"[u'channel pop', u'dance pop', u'neo mellow', u'pop', u'post-teen pop', u'r&b', u'teen pop', u'viral pop']",2,63,2015-11-02,126.085,0.419,2015
Tristam and Braken Monstercat,6.1.4.5,6,1 ,4  ,5   ,Flight,0.755,"[u'bass trap', u'brostep', u'catstep', u'chillstep', u'complextro', u'edm', u'electro house', u'tracestep']",2,65,2013-03-11,87.383,0.224,2013
Tristan and braken,6.1.4.5,6,1 ,4  ,5   ,Flight,0.755,"[u'bass trap', u'brostep', u'catstep', u'chillstep', u'complextro', u'edm', u'electro house', u'tracestep']",2,65,2013-03-11,87.383,0.224,2013
Vance Joy,6.1.4.5,6,1 ,4  ,5   ,Georgia,0.66,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'singer-songwriter']",11,70,2014-09-09,143.554,0.386,2014
Veronica Maggio,6.1.4.5,6,1 ,4  ,5   ,Jag kommer,0.677,[],1,33,2015-07-10,126.047,0.859,2015
Yasunori Mitsuda,6.1.4.5,6,1 ,4  ,5   ,Chrono Trigger - Frog's Theme,0.0335,"[u'otacore', u'scorecore']",8,25,2015-08-28,73.057,0.161,2015
Zebrahead,6.1.4.5,6,1 ,4  ,5   ,Someday,0.52,"[u'alternative rock', u'garage rock', u'indie pop', u'indie rock', u'permanent wave', u'rock']",9,67,2001-10-08,106.031,0.678,2001
Zedd,6.1.4.5,6,1 ,4  ,5   ,Stache,0.926,"[u'complextro', u'dance pop', u'edm', u'electro house', u'german techno', u'pop', u'tropical house']",7,38,2012-10-09,127.949,0.398,2012
Zedd,6.1.4.5,6,1 ,4  ,5   ,Stay the Night,0.746,"[u'complextro', u'dance pop', u'edm', u'electro house', u'german techno', u'pop', u'tropical house']",8,59,2012,127.96,0.496,2012
ArmanArX,6.1.4.5,6,1 ,4  ,5   ,LKY Fansku Tapi Hatersku,NA,NA,NA,NA,NA,NA,NA,NA
Belinda Carlisle,6.1.4.5,6,1 ,4  ,5   ,Heaven is a Place on Earth,0.786,"[u'dance pop', u'dance rock', u'europop', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'pop rock', u'soft rock', u'synthpop']",4,55,1987-10-05,122.872,0.797,1987
Big Giant Circles,6.1.4.5,6,1 ,4  ,5   ,Sevcon,0.972,"[u'catstep', u'deep chiptune', u'video game music']",9,21,2014-02-14,133.018,0.0408,2014
Blink-182,6.1.4.5,6,1 ,4  ,5   ,She's Out Of Her Mind,0.967,"[u'heavy christmas', u'pop punk', u'punk christmas']",0,70,2016-07-01,179.991,0.597,2016
Duran Duran,6.1.4.5,6,1 ,4  ,5   ,Come Undone,0.904,"[u'dance pop', u'deep pop r&b', u'dwn trap', u'pop', u'post-teen pop', u'r&b', u'urban contemporary']",7,0,2016-11-11,117.009,0.716,2016
Maan,6.1.4.5,6,1 ,4  ,5   ,Ride It,0.843,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'pop rock']",0,52,2009-02-23,92.357,0.531,2009
Mini Pati,6.1.4.5,6,1 ,4  ,5   ,Hirari Kirakira Yami Yami Museum,NA,NA,NA,NA,NA,NA,NA,NA
Toru Minegishi,6.1.4.5,6,1 ,4  ,5   ,Tokimeki Bomb Rush,NA,NA,NA,NA,NA,NA,NA,NA
73113243,4.5.3.6,4,5 ,3  ,6   ,NYAN CAT,0.92,[],11,36,2015-07-09,142.022,0.949,2015
Ai Ootsuka,4.5.3.6,4,5 ,3  ,6   ,Sakuranbo,0.0478,"[u'otacore', u'scorecore']",2,14,2016-01-22,135.484,0.165,2016
Arthur,4.5.3.6,4,5 ,3  ,6   ,NYAN CAT,0.92,[],11,36,2015-07-09,142.022,0.949,2015
Avicii,4.5.3.6,4,5 ,3  ,6   ,Dear Boy,0.607,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",9,46,2013-01-01,124.988,0.221,2013
AWESOMEGUY,4.5.3.6,4,5 ,3  ,6   ,NYAN CAT,0.92,[],11,36,2015-07-09,142.022,0.949,2015
Blue Lagoon,4.5.3.6,4,5 ,3  ,6   ,Break My Stride,0.588,[u'new wave pop'],10,54,1983,110.077,0.819,1983
Bonnie Tyler,4.5.3.6,4,5 ,3  ,6   ,It's a Heartache,0.867,"[u'album rock', u'europop', u'mellow gold', u'new wave pop', u'rock', u'soft rock']",0,47,2005,116.976,0.511,2005
Britney Spears,4.5.3.6,4,5 ,3  ,6   ,Hold It Against Me,0.722,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'r&b']",0,55,2011-03-25,132.973,0.389,2011
Butch Walker,4.5.3.6,4,5 ,3  ,6   ,Pretty Melody,0.75,"[u'neo mellow', u'new americana', u'pop rock']",0,25,2010-02-23,113.718,0.265,2010
Carly Simon,4.5.3.6,4,5 ,3  ,6   ,You're So Vain,0.594,"[u'adult standards', u'album rock', u'brill building pop', u'bubblegum pop', u'christmas', u'disco', u'folk', u'folk christmas', u'folk rock', u'mellow gold', u'new wave pop', u'pop christmas', u'singer-songwriter', u'soft rock', u'traditional folk']",0,66,1972,105.934,0.755,1972
Cash Cash,4.5.3.6,4,5 ,3  ,6   ,Overtime,0.497,"[u'deep pop r&b', u'dwn trap', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'trap music']",1,67,2015-10-02,106.049,0.595,2015
Circus-P,4.5.3.6,4,5 ,3  ,6   ,Last of Me,0.694,"[u'afrobeats', u'azontobeats']",6,58,2016-09-30,104.747,0.644,2016
Cool Joke,4.5.3.6,4,5 ,3  ,6   ,Undo-Full-Metal-Alchemist-FMA-OP3,NA,NA,NA,NA,NA,NA,NA,NA
D-Crew,4.5.3.6,4,5 ,3  ,6   ,Curus,7.7e-4,[],8,0,2006-01-01,79.543,0.277,2006
David Guetta,4.5.3.6,4,5 ,3  ,6   ,Titanium feat Sia,0.803,"[u'dance pop', u'edm', u'pop', u'tropical house']",0,70,2011-08-31,126.057,0.254,2011
Dax Johnson,4.5.3.6,4,5 ,3  ,6   ,A Moment In The Life Of Me,NA,NA,NA,NA,NA,NA,NA,NA
Daze,4.5.3.6,4,5 ,3  ,6   ,Sea Of Love -Remix-,0.0859,"[u'alternative rock', u'anti-folk', u'chamber pop', u'dream pop', u'folk-pop', u'freak folk', u'indie christmas', u'indie folk', u'indie pop', u'indie rock', u'indietronica', u'lilith', u'lo-fi', u'melancholia', u'singer-songwriter', u'slow core', u'stomp and holler', u'trip hop']",6,60,2000-03-21,78.372,0.115,2000
Disney,4.5.3.6,4,5 ,3  ,6   ,Colors Of The Wind,0.17,"[u'broadway', u'hollywood', u'movie tunes', u'show tunes']",1,57,1995,62.659,0.24,1995
Disney Jodi Benson,4.5.3.6,4,5 ,3  ,6   ,Part of Your World,0.235,"[u'hollywood', u'movie tunes']",5,58,2011-01-01,132.495,0.335,2011
Eir Aoi,4.5.3.6,4,5 ,3  ,6   ,Sirius,0.411,"[u'album rock', u'art rock', u'classic rock', u'dance rock', u'mellow gold', u'new romantic', u'progressive rock', u'rock', u'soft rock', u'symphonic rock']",11,40,2007-05-15,111.4,0.0355,2007
Epica,4.5.3.6,4,5 ,3  ,6   ,The Essence of Silence,0.94,"[u'gothic metal', u'gothic symphonic metal', u'power metal', u'progressive metal', u'symphonic metal']",11,28,2014-05-06,127.449,0.226,2014
fripSide,4.5.3.6,4,5 ,3  ,6   ,Only My Railgun,0.961,[u'otacore'],11,31,2014-03-05,152.033,0.47,2014
Game Freak,4.5.3.6,4,5 ,3  ,6   ,Drill Dozer - 3rd Gear,NA,NA,NA,NA,NA,NA,NA,NA
Game Freak,4.5.3.6,4,5 ,3  ,6   ,Surf - Pokemon Gold and Silver,0.943,"[u'antiviral pop', u'deep chiptune', u'otacore', u'scorecore', u'video game music']",0,14,2015-01-14,154.908,0.834,2015
Game Freak,4.5.3.6,4,5 ,3  ,6   ,Violet City,0.449,"[u'louisville indie', u'preverb']",7,14,2016-02-19,104.565,0.346,2016
Game Freak,4.5.3.6,4,5 ,3  ,6   ,Credits - Pokemon HeartGold and SoulSilver,NA,NA,NA,NA,NA,NA,NA,NA
Gwen Stefani,4.5.3.6,4,5 ,3  ,6   ,4 In the morning,0.822,"[u'dance pop', u'europop', u'hip pop', u'pop', u'pop rock', u'post-teen pop', u'r&b', u'urban contemporary']",10,47,2006-12-05,92.409,0.482,2006
Harufuri,4.5.3.6,4,5 ,3  ,6   ,Girlving to the Right,NA,NA,NA,NA,NA,NA,NA,NA
JJ Lin,4.5.3.6,4,5 ,3  ,6   ,Always Online,0.55,"[u'c-pop', u'deep taiwanese pop', u'mandopop', u'singaporean pop', u'taiwanese pop']",0,35,2008-10-18,119.998,0.683,2008
Jonathan Coulton,4.5.3.6,4,5 ,3  ,6   ,I Feel Fantastic,0.859,"[u'antiviral pop', u'comic', u'pop rock', u'video game music']",11,37,2008-01-01,99.977,0.761,2008
KEYTALK,4.5.3.6,4,5 ,3  ,6   ,Ouka Ranman,0.571,[],1,0,2015-11-04,139.999,0.226,2015
Kors K,4.5.3.6,4,5 ,3  ,6   ,SigSig,0.777,[],7,0,2014-06-12,137.013,0.93,2014
Le Vent du Nord,4.5.3.6,4,5 ,3  ,6   ,Rosette,0.793,"[u'bass trap', u'big room', u'brostep', u'deep big room', u'dutch house', u'edm', u'electro house', u'progressive electro house', u'progressive house', u'tracestep', u'tropical house']",4,42,2015-03-09,127.97,0.298,2015
Metric,4.5.3.6,4,5 ,3  ,6   ,Help I'm Alive,0.877,"[u'alternative dance', u'canadian indie', u'canadian pop', u'dance-punk', u'folk-pop', u'garage rock', u'indie pop', u'indie rock', u'indietronica', u'lilith', u'metropopolis', u'new rave', u'pop rock', u'shimmer pop', u'synthpop']",5,56,2009-04-14,118.484,0.397,2009
Minami-ke Tadaima OP,4.5.3.6,4,5 ,3  ,6   ,Shiawase High Tension,NA,NA,NA,NA,NA,NA,NA,NA
Mini Pati,4.5.3.6,4,5 ,3  ,6   ,Hirari Kirakira Yami Yami Museum,NA,NA,NA,NA,NA,NA,NA,NA
MooseHeadMoosic,4.5.3.6,4,5 ,3  ,6   ,Rainbow Chicken Dance,NA,NA,NA,NA,NA,NA,NA,NA
myuu,4.5.3.6,4,5 ,3  ,6   ,Something's Wrong,0.775,"[u'dance pop', u'indie poptimism', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'teen pop', u'tropical house', u'viral pop']",7,63,2016-08-26,94.928,0.514,2016
Neon Indian,4.5.3.6,4,5 ,3  ,6   ,Annie,0.459,"[u'album rock', u'classic rock', u'dance rock', u'folk rock', u'hard rock', u'heavy christmas', u'mellow gold', u'new wave pop', u'pop rock', u'rock', u'singer-songwriter', u'soft rock', u'southern rock']",9,61,1975,129.878,0.375,1975
nintendo,4.5.3.6,4,5 ,3  ,6   ,bramble blast,0.845,"[u'antiviral pop', u'otacore', u'scorecore', u'video game music']",11,31,2014-03-14,82.06,0.317,2014
Nintendo,4.5.3.6,4,5 ,3  ,6   ,Guile's Theme,0.829,[],1,35,2015-11-24,120.842,0.962,2015
Nintendo,4.5.3.6,4,5 ,3  ,6   ,Outset Island,0.164,"[u'antiviral pop', u'otacore', u'scorecore', u'video game music']",4,32,2014-04-18,123.416,0.672,2014
nintendo,4.5.3.6,4,5 ,3  ,6   ,Super smash bros brawl,0.845,"[u'antiviral pop', u'otacore', u'scorecore', u'video game music']",11,31,2014-03-14,82.06,0.317,2014
Nobuo Uematsu,4.5.3.6,4,5 ,3  ,6   ,Final Fantasy VI Boss Battle Theme,0.275,"[u'otacore', u'scorecore', u'video game music']",7,14,2016-07-22,84.416,0.46,2016
Nsync,4.5.3.6,4,5 ,3  ,6   ,It's Gonna Be Me,0.873,"[u'boy band', u'dance pop', u'europop', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b']",0,59,2000-03-21,165.071,0.913,2000
Passenger,4.5.3.6,4,5 ,3  ,6   ,Let Her Go,0.545,"[u'folk-pop', u'indie folk', u'neo mellow', u'pop', u'singer-songwriter']",7,70,2012-06-29,74.897,0.239,2012
Perfume,4.5.3.6,4,5 ,3  ,6   ,Chocolate Disco,0.991,"[u'anime', u'j-dance', u'j-idol', u'j-pop', u'j-rock', u'japanese r&b', u'k-pop', u'otacore', u'shibuya-kei']",8,24,2008,128.005,0.964,2008
Peter Gabriel,4.5.3.6,4,5 ,3  ,6   ,Here Comes The Flood,0.322,"[u'blues-rock', u'classic rock', u'folk', u'folk rock', u'jam band', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'traditional folk']",0,23,1973,88.913,0.472,1973
PRGuitarMan -Yamaha Vocaloid,4.5.3.6,4,5 ,3  ,6   ,Nyan Cat - nyanyanya,NA,NA,NA,NA,NA,NA,NA,NA
Queen,4.5.3.6,4,5 ,3  ,6   ,The Show Must Go On,0.198,"[u'album rock', u'art rock', u'classic rock', u'hard rock', u'mellow gold', u'progressive rock', u'psychedelic rock', u'rock', u'space rock', u'symphonic rock']",7,50,1979-11-30,129.048,0.334,1979
Quintet,4.5.3.6,4,5 ,3  ,6   ,Super Robot Wars - So Close Yet so Far,NA,NA,NA,NA,NA,NA,NA,NA
Rick Astley,4.5.3.6,4,5 ,3  ,6   ,Together Forever,0.0176,"[u'compositional ambient', u'scorecore', u'soundtrack', u'video game music']",7,65,2006-11-10,76.384,0.197,2006
Rustie,4.5.3.6,4,5 ,3  ,6   ,Hover Traps,0.906,"[u'bass music', u'electronic trap', u'escape room', u'future garage', u'indie r&b', u'vapor twitch', u'wonky']",4,23,2011-10-31,132.014,0.837,2011
Rustie,4.5.3.6,4,5 ,3  ,6   ,4eva,0.295,"[u'deep underground hip hop', u'trap music', u'underground hip hop', u'west coast trap']",1,29,2016-03-08,120.09,0.269,2016
Satoshi Iwase,4.5.3.6,4,5 ,3  ,6   ,Danganronpa - Saisei,NA,NA,NA,NA,NA,NA,NA,NA
Sawai Miku,4.5.3.6,4,5 ,3  ,6   ,Colorful - Saenai Heroine no Sodatekata ED,NA,NA,NA,NA,NA,NA,NA,NA
Senpi,4.5.3.6,4,5 ,3  ,6   ,Awakening Wolf's Instinct,NA,NA,NA,NA,NA,NA,NA,NA
Sia,4.5.3.6,4,5 ,3  ,6   ,Chandelier,0.787,"[u'australian dance', u'dance pop', u'pop']",1,80,2014-07-04,117.089,0.574,2014
Sid,4.5.3.6,4,5 ,3  ,6   ,Monochrome Kiss,0.897,"[u'heavy christmas', u'otacore']",5,33,2015-01-09,143.976,0.433,2015
Sirenia,4.5.3.6,4,5 ,3  ,6   ,Lost in Life,0.868,"[u'alternative metal', u'canadian metal', u'nu metal', u'pop punk', u'post-grunge']",9,52,2009-09-22,162.969,0.371,2009
Sondre Lerche,4.5.3.6,4,5 ,3  ,6   ,Say It All,0.43,"[u'contemporary country', u'country', u'country christmas', u'country road', u'modern country rock', u'neo mellow']",5,57,2014-04-01,101.982,0.696,2014
Sonic Underground,4.5.3.6,4,5 ,3  ,6   ,Sonic Underground Theme Song,NA,NA,NA,NA,NA,NA,NA,NA
Sound Apparel,4.5.3.6,4,5 ,3  ,6   ,The Love That Lasts The Longest Part 1,0.953,[u'progressive uplifting trance'],11,6,2011-08-01,140.014,0.0428,2011
Taylor Swift,4.5.3.6,4,5 ,3  ,6   ,Starlight,0.874,"[u'alternative rock', u'indie rock', u'permanent wave', u'piano rock', u'post-grunge', u'rock']",4,68,2006-06-19,121.61,0.329,2006
The Strokes,4.5.3.6,4,5 ,3  ,6   ,Reptilia,0.666,"[u'alternative rock', u'garage rock', u'indie pop', u'indie rock', u'permanent wave', u'rock']",9,69,2003-10-28,157.992,0.745,2003
ToFox,4.5.3.6,4,5 ,3  ,6   ,Undertale - Undertale,0.612,[u'otacore'],7,57,2016-06-03,119.999,0.949,2016
Toru Minegishi,4.5.3.6,4,5 ,3  ,6   ,Tokimeki Bomb Rush,NA,NA,NA,NA,NA,NA,NA,NA
Two Steps From Hell,4.5.3.6,4,5 ,3  ,6   ,Strength Of A Thousand Men,0.906,"[u'epicore', u'scorecore', u'soundtrack', u'tracestep', u'video game music']",0,57,2011-09-20,140.021,0.594,2011
Usher,4.5.3.6,4,5 ,3  ,6   ,Scream,0.862,"[u'dance pop', u'dwn trap', u'pop', u'pop christmas', u'pop rap', u'r&b', u'rap', u'urban contemporary']",7,60,2012-06-08,127.992,0.558,2012
Vlad,4.5.3.6,4,5 ,3  ,6   ,Magicka 2,0.513,"[u'deep chiptune', u'epicore', u'scorecore', u'video game music']",7,12,2015-06-15,95.464,0.15,2015
Wan Wan,4.5.3.6,4,5 ,3  ,6   ,Surpass the Gate of the Silver Key,NA,NA,NA,NA,NA,NA,NA,NA
Wan Wan,4.5.3.6,4,5 ,3  ,6   ,World Yamataizer,NA,NA,NA,NA,NA,NA,NA,NA
Wanting,4.5.3.6,4,5 ,3  ,6   ,Jar of Love,0.791,"[u'c-pop', u'cantopop', u'deep taiwanese pop', u'mandopop', u'taiwanese pop']",0,18,2012-04-24,125.977,0.668,2012
Yukari Tamura,4.5.3.6,4,5 ,3  ,6   ,Stardust Witch Meruru - Meteo Impact,NA,NA,NA,NA,NA,NA,NA,NA
Yuzu,4.5.3.6,4,5 ,3  ,6   ,Hikare,0.465,[],0,0,2014-04-16,137.029,0.701,2014
ZUN,4.5.3.6,4,5 ,3  ,6   ,Desire Drive,0.654,"[u'indie poptimism', u'indie psych-rock', u'metropopolis', u'vapor soul']",9,18,2016-09-09,172.009,0.534,2016
ZUN,4.5.3.6,4,5 ,3  ,6   ,Eternal Shrine Maiden,NA,NA,NA,NA,NA,NA,NA,NA
Adam Lambert,1.4.6.5,1,4 ,6  ,5   ,Whataya Want from Me,0.683,"[u'dance pop', u'idol', u'pop', u'post-teen pop', u'viral pop']",11,58,2009-11-20,185.948,0.451,2009
AM Taxi,1.4.6.5,1,4 ,6  ,5   ,Tanner Boyle vs the 7th Grade,0.782,[],5,19,2010,108.066,0.37,2010
Ariana Grande,1.4.6.5,1,4 ,6  ,5   ,Santa Tell Me,0.628,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",7,60,2014-11-24,191.708,0.575,2014
Ariana Grande,1.4.6.5,1,4 ,6  ,5   ,One Last Time,0.593,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",8,68,2014-08-25,125.026,0.0933,2014
Axwell and Ingrosso,1.4.6.5,1,4 ,6  ,5   ,Something New,0.766,"[u'dance pop', u'deep pop r&b', u'pop', u'post-teen pop', u'teen pop', u'viral pop']",4,60,2016-02-03,101.984,0.342,2016
Black Eyed Peas,1.4.6.5,1,4 ,6  ,5   ,Just Can't Get Enough,0.648,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop']",0,57,2010-11-29,93.939,0.238,2010
Boston,1.4.6.5,1,4 ,6  ,5   ,More Than A Feeling,0.682,"[u'album rock', u'blues-rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'soft rock', u'southern rock']",7,72,1976,108.736,0.277,1976
Boston,1.4.6.5,1,4 ,6  ,5   ,Peace of Mind,0.565,"[u'alternative rock', u'indie christmas', u'indie pop', u'indie rock', u'neo mellow', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'rock', u'vegas indie']",7,56,2016-10-07,101.138,0.118,2016
Bowling For Soup,1.4.6.5,1,4 ,6  ,5   ,1985,0.878,"[u'comic', u'emo', u'heavy christmas', u'pop punk', u'pop rock', u'post-grunge', u'punk christmas']",4,66,2004-09-11,119.955,0.852,2004
Bryan Adams,1.4.6.5,1,4 ,6  ,5   ,Summer of 69,0.846,"[u'album rock', u'canadian pop', u'hard rock', u'mellow gold', u'pop rock', u'rock', u'soft rock']",2,64,1984-11-05,139.095,0.746,1984
Carolina Liar,1.4.6.5,1,4 ,6  ,5   ,Show Me What I'm Looking For,0.864,"[u'neo mellow', u'pop rock']",9,52,2008-05-03,105.121,0.325,2008
Celine Dion,1.4.6.5,1,4 ,6  ,5   ,That's the Way It Is,0.874,"[u'canadian pop', u'dance pop', u'pop', u'pop christmas']",4,45,2008,186.045,0.605,2008
Cher Lloyd feat Becky G,1.4.6.5,1,4 ,6  ,5   ,Oath,0.864,"[u'dance pop', u'pop', u'post-teen pop', u'talent show', u'teen pop', u'viral pop']",5,50,2012-10-02,113.23,0.732,2012
Citizens,1.4.6.5,1,4 ,6  ,5   ,Made Alive,0.659,"[u'anthem worship', u'ccm', u'christian uplift', u'dreamo', u'indiecoustica', u'worship']",7,46,2013-03-12,96.002,0.809,2013
Counting Crows,1.4.6.5,1,4 ,6  ,5   ,Anna Begins,0.389,"[u'alternative rock', u'folk-pop', u'mellow gold', u'neo mellow', u'pop rock', u'post-grunge', u'rock', u'singer-songwriter']",7,40,1993-01-01,113.399,0.579,1993
Daughter,1.4.6.5,1,4 ,6  ,5   ,Youth,0.743,"[u'dance pop', u'pop', u'post-teen pop', u'viral pop']",7,71,2015-12-04,91.51,0.585,2015
Daughtry,1.4.6.5,1,4 ,6  ,5   ,Home,0.585,"[u'dance pop', u'pop', u'post-teen pop', u'talent show']",8,86,2016-05-27,105.017,0.588,2016
Demi Lovato,1.4.6.5,1,4 ,6  ,5   ,Stone Cold,0.472,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",8,66,2015-10-16,139.321,0.325,2015
Demi Lovato,1.4.6.5,1,4 ,6  ,5   ,Skyscraper,0.604,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",7,57,2011-09-20,103.316,0.189,2011
Dustin Kensrue,1.4.6.5,1,4 ,6  ,5   ,Rejoice,0.713,"[u'chicago soul', u'disco', u'funk', u'funk rock', u'jazz funk', u'memphis soul', u'motown', u'new jack swing', u'post-disco', u'quiet storm', u'soul', u'soul blues', u'southern soul', u'urban contemporary']",0,47,1977,115.443,0.969,1977
Ellie Goulding,1.4.6.5,1,4 ,6  ,5   ,Lost And Found,0.971,"[u'alternative metal', u'groove metal', u'industrial metal', u'melodic metalcore', u'metalcore', u'nu metal', u'post-grunge', u'rap metal', u'rap rock']",5,59,2005,100.078,0.384,2005
Falling In Reverse,1.4.6.5,1,4 ,6  ,5   ,Bad Girls Club,0.924,"[u'emo', u'metalcore', u'pixie', u'pop punk', u'rap metal', u'screamo']",2,54,2013-06-18,174.002,0.769,2013
Fine Young Cannibals,1.4.6.5,1,4 ,6  ,5   ,She Drives Me Crazy,0.694,"[u'art rock', u'dance rock', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'soft rock', u'synthpop']",2,56,1996-11-11,108.799,0.962,1996
Flo Rida,1.4.6.5,1,4 ,6  ,5   ,Club Can't Handle Me,0.882,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'tropical house']",0,59,2010-06-28,127.98,0.523,2010
Florida Georgia Line,1.4.6.5,1,4 ,6  ,5   ,Dirt,0.875,"[u'contemporary country', u'country road', u'dwn trap', u'modern country rock']",2,64,2014-10-14,121.976,0.534,2014
Foreigner,1.4.6.5,1,4 ,6  ,5   ,I Want To Know What Love Is,0.471,"[u'album rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",6,65,1984-12-12,81.204,0.42,1984
GRL,1.4.6.5,1,4 ,6  ,5   ,Ugly Heart,0.786,"[u'dance pop', u'pop', u'post-teen pop', u'teen pop', u'viral pop']",9,64,2014-07-29,124.96,0.447,2014
Helloween,1.4.6.5,1,4 ,6  ,5   ,Don't stop being crazy,0.647,"[u'german metal', u'glam metal', u'hard rock', u'metal', u'neo classical metal', u'power metal', u'progressive metal', u'rock', u'speed metal', u'thrash metal']",6,14,2003,140.037,0.278,2003
Howard Shore,1.4.6.5,1,4 ,6  ,5   ,Concerning Hobbits,0.0629,"[u'scorecore', u'soundtrack', u'video game music']",2,60,2001-11-19,104.311,0.181,2001
Imagine Dragons,1.4.6.5,1,4 ,6  ,5   ,I Bet My Life,0.651,"[u'pop', u'vegas indie']",1,61,2014-09-18,107.912,0.553,2014
Ingrid Michaelson,1.4.6.5,1,4 ,6  ,5   ,Girls Chase Boys,0.82,"[u'acoustic pop', u'ectofolk', u'folk-pop', u'indie folk', u'indie pop', u'lilith', u'neo mellow', u'pop', u'pop rock', u'viral pop']",8,56,2014-04-15,84.893,0.678,2014
Jack U,1.4.6.5,1,4 ,6  ,5   ,Where Are U Now feat Justin Bieber,0.649,"[u'post-teen pop', u'viral pop']",8,24,2015-08-07,140.022,0.863,2015
Jason Derulo,1.4.6.5,1,4 ,6  ,5   ,Trumpets,0.691,"[u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b']",0,67,2013-09-10,82.142,0.63,2013
Jay Chou,1.4.6.5,1,4 ,6  ,5   ,Silence,0.28,"[u'alternative metal', u'nu metal', u'post-grunge']",6,77,2015-08-21,85.794,0.164,2015
John Mayer,1.4.6.5,1,4 ,6  ,5   ,Say,0.74,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop', u'viral pop']",5,79,2016-07-01,87.01,0.274,2016
John Mayer,1.4.6.5,1,4 ,6  ,5   ,Walt Grace's Submarine Test,0.372,"[u'folk-pop', u'neo mellow', u'pop', u'pop rock', u'singer-songwriter', u'viral pop']",6,53,2012-05-18,159.887,0.276,2012
Jonathan Mann,1.4.6.5,1,4 ,6  ,5   ,Hey Defriender,0.482,[],5,0,2011-01-01,144.951,0.809,2011
Julieta Venegas,1.4.6.5,1,4 ,6  ,5   ,Canciones de Amor,0.648,"[u'cantautor', u'latin', u'latin pop', u'rock en espanol', u'tropical']",0,56,2012-01-23,142.486,0.29,2012
Justin Scharvona,1.4.6.5,1,4 ,6  ,5   ,Croc The Adventure Begins,NA,NA,NA,NA,NA,NA,NA,NA
K'naan,1.4.6.5,1,4 ,6  ,5   ,Wavin' Flag,0.71,[u'pop rap'],0,50,2009,75.964,0.658,2009
