"name"   "category"   "city"   "restdollars"   "numitems"   "origin"   "traditional"   "generous"   "participle"   "useless"   "delicious"   "choice"   "adj"   "sensoryadj"   "length"   "wordlen"
 "120"   "Chez Betty"   "coffee & tea"   "nyc"   "2.0"   "24"   "0.0000"   "0.0000"   "0.0000"   "0.2500"   "0.0000"   "0.0000"   "0.1250"   "0.4583"   "0.0000"   "5.2500"   "6.0391"
 "121"   "Caracello Ristorante"   "italian"   "nyc"   "2.0"   "41"   "0.0244"   "0.0488"   "0.0000"   "0.1463"   "0.0000"   "0.0000"   "0.0244"   "0.2439"   "0.0244"   "3.1463"   "7.2295"
 "122"   "Opal Bar"   "american (new)"   "nyc"   "2.0"   "54"   "0.0185"   "0.1296"   "0.0185"   "0.4074"   "0.0000"   "0.0000"   "0.0741"   "1.2963"   "0.3889"   "9.5556"   "6.7720"
 "123"   "Baluchi's"   "indian"   "nyc"   "2.0"   "81"   "0.0000"   "0.0864"   "0.0000"   "0.2222"   "0.0000"   "0.0000"   "0.0370"   "0.6420"   "0.2099"   "6.3827"   "6.3557"
 "124"   "Miro Cafe"   "sandwiches"   "nyc"   "2.0"   "85"   "0.0000"   "0.0000"   "0.0000"   "0.4588"   "0.0118"   "0.0000"   "0.0588"   "0.9882"   "0.2235"   "5.5765"   "6.4222"
 "125"   "Peking Chinese Restaurant"   "thai"   "philadelphia"   "2.0"   "285"   "0.0000"   "0.0070"   "0.0000"   "0.0842"   "0.0000"   "0.0035"   "0.0000"   "1.0912"   "0.1474"   "5.6561"   "5.7017"
 "126"   "Golden House Restaurant"   "otherasian"   "sf"   "1.0"   "57"   "0.0000"   "0.0000"   "0.0000"   "0.1228"   "0.0000"   "0.0000"   "0.0000"   "0.8947"   "0.2281"   "10.5088"   "5.4756"
 "127"   "Buccaneer Diner"   "diners"   "nyc"   "2.0"   "333"   "0.0060"   "0.0180"   "0.0000"   "0.2703"   "0.0300"   "0.0030"   "0.0691"   "1.0991"   "0.1532"   "7.7327"   "6.4217"
 "128"   "The Ridgeway Diner"   "diners"   "nyc"   "1.0"   "147"   "0.0136"   "0.0068"   "0.0000"   "0.3061"   "0.0000"   "0.0068"   "0.2585"   "1.0204"   "0.1769"   "6.4490"   "6.2120"
 "129"   "Cafe Broadway"   "pizza"   "boston"   "1.0"   "194"   "0.0052"   "0.0103"   "0.0000"   "0.2990"   "0.0000"   "0.0052"   "0.0773"   "0.8247"   "0.1289"   "6.3557"   "6.5267"
 "130"   "Neptune Oyster"   "seafood"   "boston"   "3.0"   "21"   "0.0952"   "0.0000"   "0.0000"   "0.7143"   "0.0000"   "0.0000"   "0.0476"   "1.7619"   "0.4762"   "10.8571"   "6.9624"
 "131"   "Palacio Latino"   "latin american"   "sf"   "1.0"   "81"   "0.0000"   "0.0247"   "0.0000"   "0.1728"   "0.0123"   "0.0370"   "0.1111"   "0.7531"   "0.1975"   "8.4815"   "6.4850"
 "132"   "El Rinconcito Cubano"   "latin american"   "chicago"   "2.0"   "26"   "0.0000"   "0.0000"   "0.0000"   "0.1154"   "0.0000"   "0.0000"   "0.0000"   "0.2308"   "0.0385"   "5.1538"   "6.1616"
 "133"   "Thai Chef & Sushi Bar"   "sushi bars"   "washington"   "2.0"   "136"   "0.0147"   "0.0588"   "0.0000"   "0.4191"   "0.0368"   "0.0294"   "0.1544"   "2.0221"   "0.9338"   "13.6103"   "6.0993"
 "134"   "Jimbo's Hamburger Palace"   "fast food"   "nyc"   "1.0"   "79"   "0.0000"   "0.0000"   "0.0000"   "0.1139"   "0.0000"   "0.0000"   "0.0000"   "0.3038"   "0.0000"   "3.0633"   "6.1226"
 "135"   "Jack's Restaurant & Bar"   "american (new)"   "nyc"   "2.0"   "46"   "0.1304"   "0.0000"   "0.0217"   "0.7391"   "0.0000"   "0.0000"   "0.1957"   "1.6739"   "0.3913"   "10.9348"   "6.5430"
 "136"   "Bengal Cafe"   "indian"   "nyc"   "1.0"   "90"   "0.0000"   "0.1111"   "0.0111"   "0.2333"   "0.0000"   "0.0000"   "0.0111"   "1.2333"   "0.6111"   "9.8556"   "6.1021"
 "137"   "Sol Y Sombra"   "spanish"   "nyc"   "2.0"   "51"   "0.0000"   "0.1176"   "0.0000"   "0.4706"   "0.0000"   "0.0000"   "0.0000"   "1.1373"   "0.3529"   "11.2157"   "6.4263"
 "138"   "Asia Chinese Food"   "fast food"   "sf"   "1.0"   "74"   "0.0270"   "0.0135"   "0.0405"   "0.5135"   "0.0135"   "0.0000"   "0.0811"   "1.2838"   "0.0405"   "6.8649"   "6.4205"
 "139"   "Ruby Tuesdays"   "american (traditional)"   "philadelphia"   "2.0"   "58"   "0.0000"   "0.0000"   "0.1034"   "1.0517"   "0.0172"   "0.0517"   "0.2931"   "3.2586"   "1.2241"   "19.8621"   "6.3715"
 "140"   "Viking Diamond"   "sandwiches"   "sf"   "1.0"   "60"   "0.0000"   "0.0000"   "0.0000"   "0.0500"   "0.0000"   "0.0000"   "0.0667"   "0.3000"   "0.0833"   "2.9667"   "6.2538"
 "141"   "Church Lounge - Tribeca Grand Hotel"   "bars"   "nyc"   "3.0"   "46"   "0.0435"   "0.0000"   "0.0000"   "0.4783"   "0.0000"   "0.0000"   "0.1087"   "1.0652"   "0.0870"   "6.5870"   "6.7411"
 "142"   "Benihana"   "sushi bars"   "washington"   "2.0"   "51"   "0.0000"   "0.0000"   "0.0000"   "0.0784"   "0.0196"   "0.0000"   "0.0196"   "0.3333"   "0.0588"   "3.9020"   "6.7945"
 "143"   "Marea"   "seafood"   "nyc"   "4.0"   "16"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.1875"   "0.0000"   "4.1250"   "5.7567"
 "144"   "Primehouse NY"   "steakhouses"   "nyc"   "4.0"   "55"   "0.1273"   "0.0182"   "0.0000"   "0.7091"   "0.0000"   "0.0000"   "0.0909"   "1.4545"   "0.1273"   "9.1636"   "6.4243"
 "145"   "Gallagher's Steak House"   "steakhouses"   "nyc"   "3.0"   "42"   "0.0476"   "0.0000"   "0.0238"   "0.1905"   "0.0000"   "0.0000"   "0.0238"   "0.6190"   "0.0714"   "3.6667"   "6.5127"
 "146"   "8th Street Wine Cellar"   "american (new)"   "nyc"   "2.0"   "25"   "0.0000"   "0.0000"   "0.0000"   "0.6000"   "0.0000"   "0.0000"   "0.0000"   "0.8800"   "0.1200"   "6.2800"   "6.7641"
 "147"   "Cafe Ponte"   "coffee & tea"   "sf"   "2.0"   "53"   "0.0000"   "0.1509"   "0.0000"   "0.2264"   "0.0000"   "0.0000"   "0.4340"   "0.6415"   "0.0755"   "10.0377"   "6.3070"
 "148"   "Le Refuge"   "french"   "nyc"   "3.0"   "21"   "0.0952"   "0.0000"   "0.0000"   "0.4286"   "0.0000"   "0.0000"   "0.0000"   "0.7619"   "0.1429"   "7.0000"   "6.2966"
 "149"   "Black Fox"   "bars"   "washington"   "2.0"   "15"   "0.0000"   "0.0000"   "0.0000"   "0.5333"   "0.0000"   "0.0000"   "0.0000"   "1.6667"   "0.8000"   "13.9333"   "6.1108"
 "150"   "Harrington's Bar & Grill"   "american (traditional)"   "nyc"   "2.0"   "44"   "0.0455"   "0.0909"   "0.0000"   "0.8864"   "0.0000"   "0.0000"   "0.0909"   "1.8409"   "0.4318"   "12.5227"   "6.4695"
 "151"   "Johnny Rockets"   "fast food"   "boston"   "2.0"   "57"   "0.0000"   "0.0351"   "0.0000"   "0.3860"   "0.0526"   "0.0000"   "0.7719"   "1.9825"   "0.6491"   "13.8596"   "5.8730"
 "152"   "Laurent Restaurant"   "mexican"   "philadelphia"   "1.0"   "60"   "0.0167"   "0.2000"   "0.0333"   "1.0000"   "0.0000"   "0.0667"   "0.2500"   "2.4500"   "0.5167"   "15.9333"   "6.4741"
 "153"   "The Spotted Pig"   "american (new)"   "nyc"   "3.0"   "35"   "0.0000"   "0.0286"   "0.0000"   "0.2857"   "0.0000"   "0.0000"   "0.0000"   "0.4286"   "0.0857"   "4.1143"   "6.5825"
 "154"   "Pazzo"   "italian"   "boston"   "2.0"   "41"   "0.1220"   "0.1463"   "0.0000"   "0.7317"   "0.0000"   "0.0000"   "0.0000"   "1.8293"   "0.3171"   "9.8537"   "6.9119"
 "155"   "Koca Lounge Bistro Shaburi"   "bars"   "nyc"   "2.0"   "34"   "0.0882"   "0.0000"   "0.0000"   "0.4706"   "0.0000"   "0.0000"   "0.0588"   "1.3235"   "0.2941"   "7.6765"   "6.3126"
 "156"   "Cactus Club"   "mexican"   "boston"   "2.0"   "62"   "0.0000"   "0.0645"   "0.0000"   "0.4677"   "0.0000"   "0.0000"   "0.0968"   "1.4516"   "0.3710"   "11.4194"   "6.1999"
 "157"   "Quince"   "italian"   "sf"   "4.0"   "26"   "0.1538"   "0.0385"   "0.0000"   "0.1154"   "0.0000"   "0.0000"   "0.0000"   "0.9231"   "0.1923"   "7.8077"   "6.3444"
 "158"   "Jandara Restaurant"   "thai"   "washington"   "2.0"   "113"   "0.0088"   "0.0442"   "0.0000"   "0.8407"   "0.0000"   "0.0619"   "0.4248"   "3.0708"   "1.2478"   "19.5398"   "5.9988"
 "159"   "Murano Ristorante"   "italian"   "nyc"   "2.0"   "35"   "0.0000"   "0.0000"   "0.0000"   "1.0286"   "0.0000"   "0.0000"   "0.0286"   "1.8571"   "0.2857"   "11.4000"   "6.1914"
 "160"   "Jamaican Jerk Hut"   "latin american"   "philadelphia"   "2.0"   "57"   "0.0000"   "0.0526"   "0.0175"   "0.1404"   "0.0351"   "0.0351"   "0.5965"   "1.8596"   "0.4912"   "11.5965"   "6.0911"
 "161"   "George's King Of Falafel & Cheese Steak"   "sandwiches"   "washington"   "1.0"   "45"   "0.0222"   "0.0667"   "0.0000"   "0.2889"   "0.0000"   "0.0000"   "0.0222"   "0.8889"   "0.0889"   "9.8222"   "6.3209"
 "162"   "Clement Okazu Ya"   "sushi bars"   "sf"   "1.0"   "69"   "0.0000"   "0.0000"   "0.0145"   "0.0000"   "0.0145"   "0.0000"   "0.0000"   "0.3188"   "0.1159"   "3.4493"   "5.6782"
 "163"   "Tokyo-Express"   "sushi bars"   "sf"   "1.0"   "111"   "0.0000"   "0.0000"   "0.0000"   "0.0180"   "0.0180"   "0.0000"   "0.0000"   "0.4144"   "0.1712"   "6.1802"   "5.8551"
 "164"   "Venice Pizza"   "pizza"   "sf"   "2.0"   "147"   "0.0000"   "0.0136"   "0.0000"   "0.4694"   "0.0408"   "0.0000"   "0.0000"   "0.9524"   "0.0408"   "7.2857"   "6.5663"
 "165"   "Banc Cafe"   "american (new)"   "nyc"   "2.0"   "38"   "0.0526"   "0.0263"   "0.0000"   "0.5526"   "0.0000"   "0.0000"   "0.0526"   "1.2895"   "0.1579"   "9.3421"   "6.9270"
 "166"   "FliP Crepes"   "coffee & tea"   "chicago"   "1.0"   "21"   "0.2381"   "0.2381"   "0.0000"   "0.8095"   "0.0000"   "0.0000"   "0.8095"   "2.0000"   "0.0952"   "18.1429"   "6.2876"
 "167"   "The Corner Cafe"   "sandwiches"   "boston"   "1.0"   "246"   "0.0000"   "0.0041"   "0.0000"   "0.3537"   "0.0244"   "0.0000"   "0.0041"   "1.1341"   "0.1382"   "8.0244"   "6.4559"
 "168"   "Chopt"   "sandwiches"   "nyc"   "2.0"   "69"   "0.0435"   "0.1449"   "0.0000"   "0.3623"   "0.0000"   "0.0000"   "0.0000"   "1.2464"   "0.1449"   "12.1304"   "6.2976"
 "169"   "Lafayette Coffee Shop"   "coffee & tea"   "sf"   "1.0"   "69"   "0.0000"   "0.0000"   "0.0000"   "0.0435"   "0.0000"   "0.0000"   "0.0000"   "0.1884"   "0.0580"   "2.5217"   "5.5778"
 "170"   "Lark Creek Steak"   "steakhouses"   "sf"   "3.0"   "32"   "0.2812"   "0.0000"   "0.0000"   "0.8125"   "0.0000"   "0.0000"   "0.1875"   "1.9688"   "0.4375"   "15.2812"   "6.5076"
 "171"   "Hawaiian Drive Inn. #28"   "fast food"   "sf"   "1.0"   "36"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0833"   "0.2778"   "0.0000"   "3.0833"   "6.1752"
 "172"   "A 16"   "pizza"   "sf"   "3.0"   "31"   "0.0000"   "0.0000"   "0.0000"   "0.0968"   "0.0000"   "0.0000"   "0.0000"   "0.5806"   "0.0645"   "7.3226"   "6.8974"
 "173"   "Taqueria Super Burrito"   "mexican"   "chicago"   "1.0"   "36"   "0.0000"   "0.1389"   "0.0000"   "0.1389"   "0.0000"   "0.0000"   "0.5000"   "1.1111"   "0.5278"   "11.6389"   "6.0467"
 "174"   "Beijing on the Common"   "chinese"   "boston"   "1.0"   "181"   "0.0000"   "0.0000"   "0.0000"   "0.1547"   "0.0000"   "0.0000"   "0.0608"   "0.7403"   "0.2597"   "6.0829"   "5.7583"
 "175"   "Totonno's Pizzeria"   "pizza"   "nyc"   "2.0"   "39"   "0.0256"   "0.1795"   "0.0000"   "0.4103"   "0.0000"   "0.0000"   "0.1026"   "1.4359"   "0.3590"   "11.5128"   "6.6871"
 "176"   "Pod"   "asian fusion"   "philadelphia"   "3.0"   "91"   "0.0330"   "0.0000"   "0.0000"   "0.2747"   "0.0000"   "0.0000"   "0.0000"   "0.9890"   "0.2967"   "8.6374"   "6.3469"
 "177"   "Noodle St"   "thai"   "boston"   "1.0"   "74"   "0.0000"   "0.0676"   "0.0000"   "0.2838"   "0.1622"   "0.0000"   "0.0405"   "1.3784"   "0.5135"   "9.3784"   "5.9566"
 "178"   "Anna Maria's Italian Restaurant"   "italian"   "washington"   "2.0"   "44"   "0.0000"   "0.0000"   "0.0000"   "0.1591"   "0.0000"   "0.0000"   "0.0682"   "0.8182"   "0.3864"   "9.6364"   "6.5150"
 "179"   "Krystal's Cafe"   "otherasian"   "nyc"   "2.0"   "53"   "0.0000"   "0.0000"   "0.0000"   "0.2264"   "0.0000"   "0.0000"   "0.0943"   "0.6038"   "0.1321"   "9.0000"   "6.1381"
 "180"   "Bistro 60"   "french"   "nyc"   "2.0"   "15"   "0.0000"   "0.0000"   "0.0000"   "0.2667"   "0.0000"   "0.0000"   "0.1333"   "0.6000"   "0.0667"   "9.3333"   "6.5679"
 "181"   "Smorgas Chef"   "othereuropean"   "nyc"   "2.0"   "42"   "0.0238"   "0.0000"   "0.0000"   "0.6429"   "0.1190"   "0.0000"   "0.2143"   "1.8571"   "0.3571"   "13.9762"   "6.5587"
 "182"   "Longwood Gourmet Deli"   "american (traditional)"   "nyc"   "2.0"   "122"   "0.0000"   "0.0164"   "0.0164"   "0.2213"   "0.0000"   "0.0000"   "0.0410"   "0.6885"   "0.1230"   "4.1148"   "6.2693"
 "183"   "Don Filippo's"   "pizza"   "nyc"   "1.0"   "142"   "0.0000"   "0.0070"   "0.0000"   "0.2113"   "0.0141"   "0.0141"   "0.0211"   "0.5211"   "0.1408"   "5.7746"   "6.6703"
 "184"   "Bobby Van's Steakhouse"   "steakhouses"   "nyc"   "3.0"   "61"   "0.0164"   "0.0328"   "0.0000"   "0.3443"   "0.0000"   "0.0000"   "0.0164"   "1.0164"   "0.2459"   "6.7705"   "6.8271"
 "185"   "Los Girasoles"   "mexican"   "chicago"   "2.0"   "85"   "0.0000"   "0.0000"   "0.0000"   "0.0706"   "0.0000"   "0.0000"   "0.0235"   "0.2353"   "0.0353"   "3.8471"   "6.4449"
 "186"   "Norma's"   "french"   "nyc"   "3.0"   "64"   "0.0312"   "0.0625"   "0.0312"   "0.2812"   "0.0156"   "0.0000"   "0.0469"   "1.1562"   "0.3906"   "8.8750"   "6.3815"
 "187"   "Pizza Paradise"   "pizza"   "nyc"   "1.0"   "105"   "0.0000"   "0.0000"   "0.0000"   "0.0667"   "0.0000"   "0.0000"   "0.0190"   "0.2190"   "0.0095"   "3.0952"   "6.2099"
 "188"   "Massawa Restaurant"   "ethiopian"   "nyc"   "2.0"   "55"   "0.0000"   "0.1091"   "0.0000"   "0.3273"   "0.0000"   "0.0364"   "0.0909"   "0.9455"   "0.4000"   "10.6909"   "6.3935"
 "189"   "Jose McIntyre's"   "mexican"   "boston"   "2.0"   "48"   "0.0417"   "0.0417"   "0.1667"   "0.7708"   "0.0417"   "0.0000"   "0.2083"   "2.3542"   "0.7500"   "16.9375"   "6.2799"
 "190"   "Old Mandarin Islamic Restaurant"   "chinese"   "sf"   "2.0"   "181"   "0.0000"   "0.0000"   "0.0000"   "0.1271"   "0.0000"   "0.0000"   "0.0110"   "0.5580"   "0.2818"   "3.7790"   "5.7530"
 "191"   "Brasserie Ruhlmann"   "french"   "nyc"   "3.0"   "84"   "0.0595"   "0.0000"   "0.0000"   "0.3214"   "0.0000"   "0.0000"   "0.0119"   "0.7500"   "0.0595"   "6.1190"   "6.3977"
 "192"   "Capurro's"   "italian"   "sf"   "2.0"   "85"   "0.1059"   "0.2706"   "0.0000"   "0.8118"   "0.0000"   "0.0000"   "0.0353"   "2.2471"   "0.9412"   "14.3059"   "6.5538"
 "193"   "Mumbles"   "american (new)"   "nyc"   "2.0"   "109"   "0.0550"   "0.0734"   "0.0000"   "0.5321"   "0.0092"   "0.0000"   "0.2844"   "1.2569"   "0.1651"   "9.5138"   "6.5209"
 "194"   "Gazuza"   "bars"   "washington"   "3.0"   "35"   "0.0286"   "0.0000"   "0.0000"   "0.2000"   "0.0000"   "0.0000"   "0.0000"   "0.5143"   "0.1429"   "5.8571"   "6.7022"
 "195"   "Hokkaido"   "sushi bars"   "nyc"   "2.0"   "206"   "0.0000"   "0.0146"   "0.0000"   "0.1845"   "0.0000"   "0.0000"   "0.0728"   "0.5146"   "0.1359"   "5.5340"   "6.2259"
 "196"   "Stanhope Grille"   "american (new)"   "boston"   "3.0"   "29"   "0.2069"   "0.0690"   "0.0000"   "0.7586"   "0.0000"   "0.0000"   "0.0000"   "1.6897"   "0.3448"   "13.5517"   "6.4516"
 "197"   "Cafe Metro"   "sandwiches"   "nyc"   "1.0"   "71"   "0.0282"   "0.0563"   "0.0845"   "0.3944"   "0.0563"   "0.0000"   "0.0423"   "1.7324"   "0.3662"   "10.5493"   "6.2537"
 "198"   "Silks"   "american (new)"   "sf"   "3.0"   "17"   "0.0000"   "0.0000"   "0.0000"   "0.4118"   "0.0000"   "0.0000"   "0.0000"   "1.5882"   "0.2941"   "11.7059"   "7.0815"
 "199"   "Natori"   "sushi bars"   "nyc"   "2.0"   "87"   "0.0345"   "0.0000"   "0.0000"   "0.1264"   "0.0000"   "0.0000"   "0.0920"   "0.6092"   "0.0575"   "6.7471"   "6.0494"
 "200"   "Tattooed Mom"   "bars"   "philadelphia"   "1.0"   "41"   "0.0000"   "0.0000"   "0.0000"   "0.1707"   "0.0000"   "0.0000"   "0.0488"   "0.4390"   "0.0732"   "3.3902"   "6.4295"
 "201"   "Aquitaine - Boston"   "french"   "boston"   "3.0"   "60"   "0.0000"   "0.0167"   "0.0000"   "0.4333"   "0.0000"   "0.0000"   "0.1500"   "1.2000"   "0.1667"   "10.6333"   "6.7579"
 "202"   "Walt Disney Concert Hall Cafe"   "american (new)"   "la"   "2.0"   "11"   "0.0909"   "0.0000"   "0.0000"   "0.7273"   "0.0000"   "0.0000"   "0.0000"   "2.4545"   "0.5455"   "11.5455"   "6.3623"
 "203"   "Spiro's Restaurant and Pizza"   "american (traditional)"   "philadelphia"   "1.0"   "249"   "0.0000"   "0.0361"   "0.0040"   "0.0562"   "0.0080"   "0.0000"   "0.0964"   "0.6787"   "0.0843"   "4.0120"   "6.0075"
 "204"   "Sola"   "american (new)"   "chicago"   "3.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.2759"   "0.0000"   "0.0000"   "0.0345"   "0.6897"   "0.2069"   "8.0345"   "6.5773"
 "205"   "unknown"   "spanish"   "la"   "2.0"   "44"   "0.0227"   "0.0000"   "0.0000"   "0.0682"   "0.0000"   "0.0000"   "0.0455"   "0.4091"   "0.1364"   "4.0682"   "6.3791"
 "206"   "Twin Cafe Caterers"   "american (new)"   "nyc"   "1.0"   "88"   "0.0114"   "0.0114"   "0.0114"   "0.8068"   "0.0227"   "0.0000"   "0.1136"   "1.8295"   "0.2727"   "9.5909"   "6.4820"
 "207"   "L'Impero"   "italian"   "nyc"   "4.0"   "9"   "0.1111"   "0.0000"   "0.0000"   "0.2222"   "0.0000"   "0.0000"   "0.1111"   "0.5556"   "0.1111"   "14.7778"   "6.6350"
 "208"   "Avenue One"   "american (new)"   "boston"   "2.0"   "22"   "0.2727"   "0.0909"   "0.0000"   "0.6818"   "0.0000"   "0.0000"   "0.3182"   "2.4091"   "0.3182"   "13.3182"   "6.6888"
 "209"   "Seattle's Best Coffee"   "coffee & tea"   "boston"   "2.0"   "105"   "0.0762"   "0.0000"   "0.0095"   "1.0095"   "0.0571"   "0.0095"   "0.1143"   "2.7333"   "0.5429"   "17.4571"   "6.5018"
 "210"   "Thirty Five Thai Cuisine"   "thai"   "nyc"   "2.0"   "122"   "0.0000"   "0.0164"   "0.0000"   "0.5246"   "0.0164"   "0.0000"   "0.1557"   "2.2951"   "0.8279"   "17.8033"   "6.2029"
 "211"   "Ruby Tuesdays"   "american (traditional)"   "washington"   "2.0"   "58"   "0.0000"   "0.0000"   "0.1034"   "1.0517"   "0.0172"   "0.0517"   "0.2931"   "3.2586"   "1.2241"   "19.8621"   "6.3715"
 "212"   "Washabilobby"   "sushi bars"   "nyc"   "2.0"   "43"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0930"   "0.1395"   "0.0930"   "2.0930"   "6.5640"
 "213"   "Mana"   "vegetarian"   "nyc"   "2.0"   "46"   "0.0217"   "0.0870"   "0.0000"   "0.1522"   "0.0000"   "0.0435"   "0.1087"   "0.4565"   "0.0652"   "5.8478"   "6.4528"
 "214"   "The Bread Factory"   "bakeries"   "nyc"   "1.0"   "68"   "0.0000"   "0.1324"   "0.0000"   "0.0294"   "0.0000"   "0.0000"   "0.2647"   "0.5882"   "0.0441"   "6.2206"   "6.4823"
 "215"   "Wing Lum"   "chinese"   "sf"   "2.0"   "165"   "0.0000"   "0.0000"   "0.0000"   "0.0606"   "0.0000"   "0.0000"   "0.0545"   "0.4788"   "0.1697"   "3.5758"   "5.9201"
 "216"   "Sapporo Japanese Restaurant"   "sushi bars"   "nyc"   "1.0"   "34"   "0.0000"   "0.0000"   "0.0294"   "0.3235"   "0.0000"   "0.0000"   "0.2941"   "0.7059"   "0.0294"   "7.4118"   "5.8125"
 "217"   "Greek Village Grill"   "mediterranean"   "nyc"   "2.0"   "82"   "0.0000"   "0.1098"   "0.0000"   "0.5732"   "0.0488"   "0.0000"   "0.1829"   "1.6951"   "0.1829"   "9.3659"   "6.2831"
 "218"   "Viand Restaurant Cafe"   "sandwiches"   "nyc"   "2.0"   "279"   "0.0072"   "0.0108"   "0.0000"   "0.2222"   "0.0072"   "0.0000"   "0.2007"   "0.7814"   "0.1398"   "7.0358"   "6.3276"
 "219"   "The Bagel Cafe"   "bakeries"   "nyc"   "1.0"   "126"   "0.0159"   "0.0079"   "0.0159"   "0.2460"   "0.0000"   "0.0000"   "0.3651"   "0.9048"   "0.1190"   "6.4444"   "6.2297"
 "220"   "Orange Valve"   "bars"   "nyc"   "2.0"   "35"   "0.0286"   "0.0286"   "0.0000"   "0.3429"   "0.0000"   "0.0000"   "0.2286"   "0.8571"   "0.2000"   "6.5143"   "6.0675"
 "221"   "Little Caesar's Pizza"   "pizza"   "la"   "1.0"   "8"   "0.0000"   "0.0000"   "0.0000"   "0.2500"   "0.0000"   "0.1250"   "0.1250"   "1.7500"   "0.5000"   "10.8750"   "5.5487"
 "222"   "Paul K Restaurant"   "american (traditional)"   "sf"   "3.0"   "31"   "0.0323"   "0.0000"   "0.0000"   "0.5161"   "0.0323"   "0.0000"   "0.0000"   "0.8387"   "0.0323"   "7.6452"   "6.8352"
 "223"   "Black Duck"   "seafood"   "nyc"   "3.0"   "29"   "0.0000"   "0.0000"   "0.0000"   "0.6552"   "0.0000"   "0.0000"   "0.0000"   "1.4483"   "0.1724"   "8.5517"   "6.6323"
 "224"   "Ristorante La Buca"   "italian"   "philadelphia"   "2.0"   "79"   "0.0000"   "0.0000"   "0.0000"   "0.2025"   "0.0000"   "0.0000"   "0.0253"   "0.4430"   "0.0253"   "4.5949"   "6.7026"
 "225"   "Ella's Wood Fired Pizza"   "pizza"   "washington"   "2.0"   "79"   "0.0633"   "0.0127"   "0.0000"   "0.3291"   "0.0000"   "0.0000"   "0.0633"   "1.3797"   "0.3165"   "9.5063"   "6.7210"
 "226"   "Franco's Pizza"   "pizza"   "chicago"   "1.0"   "139"   "0.0000"   "0.0000"   "0.0000"   "0.1871"   "0.0072"   "0.0000"   "0.0000"   "0.7482"   "0.0576"   "5.4101"   "6.7112"
 "227"   "Phillips Seafood Grill"   "seafood"   "washington"   "2.0"   "67"   "0.0000"   "0.0000"   "0.0448"   "0.3433"   "0.0149"   "0.0000"   "0.0299"   "0.7015"   "0.1045"   "3.3433"   "6.3343"
 "228"   "Apollo Korean & Japanese"   "sushi bars"   "boston"   "2.0"   "287"   "0.0105"   "0.0105"   "0.0000"   "0.1847"   "0.0070"   "0.0000"   "0.1324"   "0.8850"   "0.3554"   "8.3972"   "5.6749"
 "229"   "Sanmaroo"   "korean"   "nyc"   "2.0"   "18"   "0.0000"   "0.0000"   "0.0000"   "0.0556"   "0.0000"   "0.0000"   "0.0556"   "0.8889"   "0.7222"   "7.0000"   "6.2486"
 "230"   "Ranch 1"   "fast food"   "nyc"   "1.0"   "10"   "0.0000"   "0.0000"   "0.0000"   "1.3000"   "0.0000"   "0.1000"   "0.1000"   "2.2000"   "0.3000"   "21.5000"   "6.5692"
 "231"   "Penang"   "otherasian"   "philadelphia"   "2.0"   "144"   "0.0000"   "0.0764"   "0.0000"   "0.3889"   "0.0347"   "0.0000"   "0.0208"   "1.7639"   "0.4028"   "11.9167"   "5.9429"
 "232"   "Metropolitan Bakery"   "coffee & tea"   "philadelphia"   "1.0"   "22"   "0.0000"   "0.1818"   "0.1818"   "1.5455"   "0.5455"   "0.0909"   "0.4545"   "10.2273"   "2.2727"   "51.9545"   "6.1042"
 "233"   "Inti Peruvian Restaurant"   "latin american"   "washington"   "2.0"   "54"   "0.0000"   "0.0000"   "0.0185"   "0.2778"   "0.0000"   "0.0000"   "0.1667"   "1.0185"   "0.1111"   "14.1852"   "6.0740"
 "234"   "La Sardine"   "french"   "chicago"   "3.0"   "21"   "0.0476"   "0.0000"   "0.0000"   "0.4762"   "0.0000"   "0.0000"   "0.0000"   "0.8571"   "0.1429"   "8.3810"   "6.3151"
 "235"   "The Irish Bank Bar & Restaurant"   "bars"   "sf"   "2.0"   "48"   "0.1042"   "0.0208"   "0.0208"   "0.3333"   "0.0417"   "0.0000"   "0.2292"   "1.4792"   "0.1250"   "8.5417"   "6.1371"
 "236"   "Senses"   "french"   "sf"   "2.0"   "27"   "0.0370"   "0.0000"   "0.0000"   "0.3704"   "0.0000"   "0.0000"   "0.0000"   "0.8889"   "0.2222"   "8.4444"   "6.6784"
 "237"   "Yank Sing 2 Go"   "chinese"   "sf"   "1.0"   "21"   "0.0000"   "0.0000"   "0.0000"   "0.1905"   "0.0000"   "0.0000"   "0.0476"   "0.5714"   "0.0000"   "5.5714"   "6.0374"
 "238"   "Spring Street Smokehouse"   "barbeque"   "la"   "2.0"   "60"   "0.0000"   "0.2667"   "0.1667"   "0.8500"   "0.1167"   "0.0000"   "0.0833"   "2.6833"   "0.9167"   "12.2667"   "5.4673"
 "239"   "Hamburger Hamlet"   "american (traditional)"   "la"   "2.0"   "96"   "0.0521"   "0.0729"   "0.0625"   "1.0417"   "0.0625"   "0.0104"   "0.2083"   "3.4271"   "1.3438"   "20.3958"   "6.1917"
