"","Name","appid","Owners_Before","Owners_After","Sales","Increase","Price_Before_Sale","Review_Score_Steam_Users","Sale_Percent","Price_After_Sale","Owners_As_Of_Today","Players_Forever_As_Of_Today","average_forever.x","median_forever.x","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever.y","average_2weeks","median_forever.y","median_2weeks","Price_Now","publisher","score","Review_Score_Metacritic_User","Review_Score_IGN","Genre","Release_Date","Review_Score_Metacritic","main_story_length","GameAge"
"460","Final DOOM",2290,348996,359962,10966,3.14,4.99,86,50,2.49,358352,101505,104,4,367019,15662,104587,8364,1577,1027,110,174,3,251,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","FINAL FANTASY III",239120,135289,149359,14070,10.4,15.99,82,50,7.99,138892,98701,1095,329,155392,10194,108617,8523,3679,1569,1093,669,263,598,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","FINAL FANTASY TYPE0â HD",NA,137794,143674,5880,4.27,29.99,59,50,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","FINAL FANTASY VI",382900,57372,64602,7230,12.6,15.99,75,50,7.99,62997,35330,717,164,72528,6965,42045,5303,2277,1234,810,258,149,392,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","FINAL FANTASY VII",39140,992373,1015802,23429,2.36,11.99,93,0,11.99,1001964,811105,1518,293,1038341,26317,832495,23572,16993,3372,1580,474,264,49,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","FINAL FANTASY VIII",39150,538402,560745,22343,4.15,11.99,89,50,5.99,559679,389943,1816,457,567610,19472,398553,16320,7183,2192,1756,402,370,184,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","FINAL FANTASY XIII",292120,550678,589428,38750,7.04,15.99,72,50,7.99,592205,468268,1400,513,594589,19928,472132,17761,13314,2984,1343,345,465,73,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","FINAL FANTASY XIV A Realm Reborn",NA,419397,445495,26098,6.22,19.99,87,50,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Fire",325520,11023,19380,8357,75.81,9.99,88,75,2.49,17198,10842,211,194,15592,3230,10161,2607,527,1031,200,163,199,163,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Firewatch",383870,318932,389679,70747,22.18,19.99,85,33,13.39,385831,350126,274,247,392071,16187,357910,15467,11387,2760,273,129,246,66,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Five Nights at Freddys",NA,762130,794346,32216,4.23,4.99,88,0,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,71,NA,NA,2014-08-19,71,2,685
"471","Flesh Eaters",383580,210700,221714,11014,5.23,1.99,79,75,0.49,247126,125619,170,154,245264,12806,127011,9217,1927,1135,153,108,150,135,1.99,"",NA,NA,NA,NA,2015-07-07,NA,NA,363
"472","Flight Control HD",62000,86936,92510,5574,6.41,4.99,91,75,1.24,89541,82064,210,73,93901,7925,84791,7531,1100,1522,200,10,70,16,3.99,"Firemint Pty Ltd",NA,74,80,"Simulation",2010-12-14,74,1.5,2029
"473","Flight of the Paladin",405610,1503,31267,29764,1980.31,1.99,58,75,0.49,47855,37200,258,212,36790,4961,28906,4397,527,1031,218,313,215,313,0.95,"",NA,NA,NA,NA,2015-10-23,NA,NA,255
"474","Folk Tale",224440,87687,96386,8699,9.92,19.99,70,25,18.74,92719,89167,383,165,96003,8013,93551,7910,2453,1281,325,112,161,120,19.99,"",NA,79,NA,NA,2013-05-30,79,NA,1131
"475","Football Manager 2016",378120,963311,1002623,39312,4.08,49.99,70,66,16.99,1102160,1092440,18584,8354,1047451,26432,1038166,26315,440423,17155,16926,1894,7831,995,54.99,"",82,70,NA,NA,2015-11-13,70,NA,234
"476","For The Glory",42810,20293,26357,6064,29.88,9.99,78,75,2.49,27292,11403,1370,39,24001,4007,8234,2347,550,1076,2367,61,202,61,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","FORCED",249990,513849,540331,26482,5.15,14.99,76,80,2.99,530517,378353,224,119,534324,18893,374728,15826,3679,1569,221,61,123,50,13.99,"",72,78,NA,NA,2013-10-24,78,NA,984
"478","Foreign Legion Multi Massacre",NA,71903,80106,8203,11.41,6.99,66,70,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sakari Indie ",NA,56,NA,NA,2012-07-09,56,NA,1456
"479","Fortix",45400,113242,121193,7951,7.02,0.99,92,0,0.99,121694,76269,166,90,116851,8841,70426,6864,1054,1459,155,21,94,36,0.99,"Nemesys",NA,69,NA,NA,2009-10-01,69,2,2468
"480","Fortune Summoners Secret of the Elemental Stone",NA,130529,143416,12887,9.87,19.99,89,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",60,77,NA,NA,2012-01-30,77,NA,1617
"481","FRACT OSC",243220,41338,48839,7501,18.15,14.99,87,75,3.74,42621,22619,179,71,46075,5552,25577,4136,550,1076,199,1,62,1,14.99,"",75,61,NA,NA,2014-04-22,61,NA,804
"482","Fragile Ball",370510,153328,174942,21614,14.1,1.99,71,75,0.49,184316,127302,212,186,184123,11096,129464,9305,5781,1966,189,115,179,163,0.24,"",NA,78,NA,NA,2015-07-07,78,NA,363
"483","Fragmented",441790,47601,54007,6406,13.46,9.99,60,50,9.99,81316,47481,201,78,74105,7041,41344,5259,2277,1234,238,126,55,63,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Fran Bow",362680,105726,119642,13916,13.16,14.99,96,50,7.49,136275,70661,450,402,137172,9578,67272,6708,6482,2082,481,264,436,193,14.99,"",70,78,NA,NA,2015-08-27,78,6.5,312
"485","Freddi Fish 2 The Case of the Haunted Schoolhouse",NA,20293,25582,5289,26.06,6.99,95,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1996-08-29,NA,0.866666666666667,7249
"486","Freddi Fish 3 The Case of the Stolen Conch Shell",NA,19291,27391,8100,41.99,6.99,93,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1998-03-02,NA,NA,6699
"487","Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch",NA,12777,20414,7637,59.77,6.99,100,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Freddi Fish 5 The Case of the Creature of Coral Cove",NA,13278,19639,6361,47.91,6.99,92,60,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Freddi Fish and Luthers Maze Madness",NA,19792,24807,5015,25.34,4.99,89,60,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Freddi Fish and Luthers Water Worries",NA,11775,17571,5796,49.22,4.99,75,60,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,1996-07-01,NA,NA,7308
"491","Freddi Fish and The Case of the Missing Kelp Seeds",283940,25053,36177,11124,44.4,6.99,94,60,2.79,38882,21497,220,64,35038,4841,17519,3423,538,744,478,48,61,48,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Frederic Resurrection of Music",NA,76413,81656,5243,6.86,2.99,85,83,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2014-05-16,NA,1.5,780
"493","Frederic Resurrection of Music",NA,76413,81656,5243,6.86,2.99,85,83,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2012-07-03,NA,1.5,1462
"494","Freebie",487220,4008,24548,20540,512.48,0.99,83,40,0.59,119077,81316,230,238,107040,8461,70075,6847,9110,2468,219,153,236,126,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Freedom Force",8880,154831,175717,20886,13.49,4.99,67,75,1.24,248248,113095,220,41,242986,12746,109317,8551,1506,1702,150,15,35,23,3.99,"Crave",90,80,93,"RPG",2002-03-24,80,NA,5216
"496","Freedom Force vs the 3rd Reich",NA,132784,151168,18384,13.85,4.99,86,75,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","From Dust",33460,430922,441360,10438,2.42,14.99,63,50,7.49,432003,369755,390,157,432890,17008,371750,15763,1051,838,329,184,133,196,9.99,"Ubisoft",76,49,85,"Simulation",2011-08-17,49,6.5,1783
"498","From The Depths",268650,127522,137214,9692,7.6,19.99,89,70,5.99,182447,164502,2816,490,161173,10382,142603,9766,16643,3337,2471,626,419,226,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Front Mission Evolved",43000,261058,266677,5619,2.15,9.99,63,50,4.99,274045,120198,498,243,273119,13513,122281,9044,525,726,631,125,229,125,9.99,"Square Enix",63,51,60,"Shooter",2010-10-01,51,8,2103
"500","Frontlines Fuel of War",NA,205940,213445,7505,3.64,19.99,63,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THQ",73,69,76,"Shooter",2008-02-25,69,5.5,3052
"501","Frontlines Fuel of War",NA,205940,213445,7505,3.64,19.99,63,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THQ",73,69,78,"Shooter",2008-02-25,69,5.5,3052
"502","Frozen Synapse",98200,670935,688657,17722,2.64,24.99,82,85,3.74,708665,506029,270,86,701454,21642,499287,18264,3153,1452,284,111,88,150,22.99,"",85,77,85,"Strategy",2011-05-26,77,22,1866
"503","FTL Faster Than Light",NA,2464273,2480458,16185,0.66,9.99,97,70,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",84,84,96,"Simulation",2012-09-14,84,10.5,1389
"504","Galactic Civilizations III",226860,251037,265643,14606,5.82,39.99,77,66,13.59,284513,256847,3167,662,277498,13621,250344,12938,18395,3508,2729,507,602,173,39.99,"",81,66,86,"Strategy",2015-05-14,66,NA,417
"505","Galcon Fusion",44200,167358,183211,15853,9.47,9.99,76,0,9.99,174970,67296,220,37,179568,10958,72002,6940,0,0,143,0,37,0,9.99,"",68,64,NA,NA,2010-02-11,64,NA,2335
"506","Game Corp DX",399670,44845,54524,9679,21.58,2.99,88,50,1.49,60566,52902,359,216,55885,6114,49053,5728,1927,1135,262,153,185,182,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Game Dev Tycoon",239820,1121650,1176531,54881,4.89,9.99,95,33,6.69,1198992,1161418,758,463,1191105,28180,1143454,27613,43272,5380,784,184,459,53,8.99,"",68,80,NA,NA,2013-04-28,80,8,1163
"508","Game of Thrones A Telltale Games Series",NA,522117,550409,28292,5.42,29.99,77,75,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",69,66,NA,NA,2015-11-17,66,11.5,230
"509","Gang Beasts",285900,295632,346266,50634,17.13,19.99,79,25,14.99,415366,381344,359,116,399604,16342,361063,15535,62717,6477,387,163,111,40,19.99,"",NA,86,NA,NA,2014-08-29,86,NA,675
"510","GaokaoLove100Days",NA,58124,67444,9320,16.03,9.99,95,20,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-05-29,NA,NA,402
"511","Garfield Kart",362930,12777,19122,6345,49.66,4.99,79,60,1.99,24488,9534,84,19,22599,3888,5431,1906,1226,905,206,54,23,81,4.99,"",NA,NA,NA,NA,2015-10-16,NA,NA,262
"512","Garrys Mod",NA,11501361,11914420,413059,3.59,9.99,95,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,92,NA,NA,2004-12-24,92,233,4210
"513","Garshasp The Monster Slayer",NA,54867,65635,10768,19.63,4.99,48,85,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead Mage Studio",49,64,NA,NA,2011-05-09,64,3.5,1883
"514","Gauntlet",NA,581744,643952,62208,10.69,19.99,75,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",68,71,71,"Action",2014-09-23,71,0.833333333333333,650
"515","GemCraft Chasing Shadows",NA,115998,133596,17598,15.17,9.99,95,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Geometry Dash",322170,391838,434125,42287,10.79,3.99,96,75,0.99,456118,437611,2662,327,435343,17056,420101,16755,90572,7784,2936,436,312,30,3.99,"",NA,81,NA,NA,2014-12-22,81,NA,560
"517","Ghost",463270,8267,18346,10079,121.92,12.99,94,50,6.49,19815,17385,729,329,19446,3607,14190,3081,1752,1082,493,168,429,143,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Ghost Master",6200,154831,159954,5123,3.31,4.99,83,90,0.49,166745,94028,201,53,160472,10360,95478,7991,1051,838,198,74,49,111,4.99,"Empire Interactive",81,80,NA,NA,2003-08-26,80,15,4696
"519","Ghost Pirates of Vooju Island",344030,13027,18605,5578,42.82,9.99,41,50,4.99,14955,2243,37,36,15767,3248,2102,1186,0,0,143,0,168,0,9.99,"",66,NA,NA,NA,2010-08-30,66,5.5,2135
"520","Giana Sisters Twisted Dreams",NA,593269,599506,6237,1.05,14.99,83,80,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",77,78,NA,NA,2012-10-23,78,7.5,1350
"521","Giana Sisters Twisted Dreams Rise of the Owlverlord",NA,118253,126103,7850,6.64,4.99,85,80,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",84,81,NA,NA,2013-09-26,81,1.5,1012
"522","Glass Wing",382570,62634,70545,7911,12.63,5.99,66,70,1.79,72343,4486,68,12,76382,7148,5256,1875,0,0,40,0,6,0,5.99,"",NA,NA,NA,NA,2015-06-24,NA,NA,376
"523","Gloria Victis",327070,23049,31784,8735,37.9,19.99,63,10,17.99,40565,39256,1475,196,40819,5225,38892,5101,5956,1996,856,330,182,166,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Gnarltoofs Revenge",NA,13278,18863,5585,42.06,0.99,27,40,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Goat Simulator",265930,2307437,2341693,34256,1.48,9.99,88,75,2.49,2406208,2237034,410,146,2425306,40137,2251520,38682,67798,6734,409,106,140,29,9.99,"",62,67,80,"Action",2014-04-01,67,1,825
"526","Godus Wars",422420,292626,310864,18238,6.23,14.99,19,75,3.74,294046,21684,193,46,302725,14226,27505,4289,1226,905,192,252,37,259,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Golf With Friends",431240,188653,335930,147277,78.07,5.99,92,20,4.79,580802,526966,337,201,549741,19163,497359,18229,141552,9730,315,116,188,57,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Gomo",265330,62383,67444,5061,8.11,4.99,72,85,0.74,65614,36078,123,66,62717,6477,35738,4890,527,1031,112,73,76,73,4.99,"",50,47,NA,NA,2013-12-06,47,1.5,941
"529","GooCubelets 2",416270,137293,156078,18785,13.68,1.99,72,87,0.49,211796,137022,309,272,169057,10633,110544,8599,8059,2322,350,348,275,233,0.9,"",NA,NA,NA,NA,2015-11-19,NA,NA,228
"530","GooCubelets OCD",NA,3256,20672,17416,534.89,1.99,58,75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","GooCubelets The Algoorithm",NA,133535,150393,16858,12.62,1.99,67,75,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Goodbye Deponia",241910,266820,289933,23113,8.66,19.99,88,85,2.99,304141,94214,511,391,300098,14164,99332,8151,2102,1186,515,195,447,167,19.99,"",80,81,NA,NA,2013-10-17,81,10.5,991
"533","Gorky 17",253920,418896,434900,16004,3.82,4.99,81,0,4.99,452566,63184,90,5,452161,17382,71827,6932,1927,1135,63,44,5,63,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","Gothic",65540,288868,294068,5200,1.8,19.99,81,80,3.99,289186,139452,290,13,283104,13757,138574,9627,2628,1326,263,90,16,45,19.99,"Xicat Interactive",81,86,NA,NA,2001-11-23,86,22.5,5337
"535","Gothic 3 Forsaken Gods Enhanced Edition",65600,176627,181660,5033,2.85,9.99,52,80,1.99,180952,64866,312,29,180619,10990,61141,6395,1752,1082,361,138,47,74,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Gothic II Gold Edition",NA,342482,350401,7919,2.31,9.99,82,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aspyr",NA,91,NA,NA,2005-12-05,91,34.5,3864
"537","Grand Ages Rome",NA,193163,198457,5294,2.74,9.99,74,0,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",72,81,68,"Strategy",2009-03-17,81,16,2666
"538","Grand Theft Auto Episodes from Liberty City",NA,2622862,2632144,9282,0.35,19.99,75,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",NA,82,92,"Compilation",2010-04-13,82,NA,2274
"539","Grand Theft Auto Episodes from Liberty City",NA,2622862,2632144,9282,0.35,19.99,75,75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",NA,82,92,"Compilation",2009-10-29,82,NA,2440
"540","Grand Theft Auto III",12100,1424798,1469308,44510,3.12,9.99,88,75,2.49,1487430,543977,233,36,1489275,31497,543259,19050,7883,2296,244,85,41,17,9.99,"Rockstar Games",93,84,96,"Action, Adventure",2001-10-22,84,17.5,5369
"541","Grand Theft Auto III",12100,1424798,1469308,44510,3.12,9.99,88,75,2.49,1487430,543977,233,36,1489275,31497,543259,19050,7883,2296,244,85,41,17,9.99,"Rockstar Games",93,84,94,"Action, Adventure",2002-05-20,84,17.5,5159
"542","Grand Theft Auto IV",12210,3937676,3984910,47234,1.2,19.99,65,75,4.99,4014211,3350783,1397,407,4009008,51479,3370447,47247,77608,7205,1377,237,427,41,19.99,"Rockstar Games",90,65,92,"Action, Adventure",2008-12-02,65,28,2771
"543","Grand Theft Auto IV",12210,3937676,3984910,47234,1.2,19.99,65,75,4.99,4014211,3350783,1397,407,4009008,51479,3370447,47247,77608,7205,1377,237,427,41,19.99,"Rockstar Games",90,65,100,"Action, Adventure",2008-12-02,65,28,2771
"544","Grand Theft Auto San Andreas",NA,2555969,2630077,74108,2.9,14.99,86,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",93,88,95,"Action, Adventure",2005-06-07,88,33,4045
"545","Grand Theft Auto San Andreas",NA,2555969,2630077,74108,2.9,14.99,86,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",93,88,93,"Action, Adventure",2005-06-07,88,33,4045
"546","Grand Theft Auto San Andreas",NA,2555969,2630077,74108,2.9,14.99,86,75,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",93,88,99,"Action, Adventure",2004-10-25,88,33,4270
"547","Grand Theft Auto V",271590,4583808,4814658,230850,5.04,59.99,82,40,35.99,5142354,5051505,6616,3866,4989887,57345,4889855,56776,1255925,28934,6381,604,3783,199,59.99,"",96,78,100,"Action, Adventure",2015-04-14,78,31,447
"548","Grand Theft Auto V",271590,4583808,4814658,230850,5.04,59.99,82,40,35.99,5142354,5051505,6616,3866,4989887,57345,4889855,56776,1255925,28934,6381,604,3783,199,59.99,"",96,78,100,"Action, Adventure",2014-11-17,78,31,595
"549","Grand Theft Auto Vice City",NA,1644268,1701875,57607,3.5,9.99,91,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",94,88,93,"Action, Adventure",2003-05-12,88,20.5,4802
"550","Grand Theft Auto Vice City",NA,1644268,1701875,57607,3.5,9.99,91,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rockstar Games",94,88,97,"Action, Adventure",2002-10-28,88,20.5,4998
"551","GrandiaÂ II Anniversary Edition",NA,52612,59175,6563,12.47,19.99,92,50,9.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","GRAV",332500,366784,381410,14626,3.99,19.99,66,85,2.99,400599,259838,684,141,392772,16202,250870,12951,5431,1906,597,116,149,52,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","gravilon",355150,201681,218096,16415,8.14,1.99,61,75,0.49,263202,174409,197,175,244388,12783,151888,10079,7183,2192,211,259,178,191,0.99,"",NA,NA,NA,NA,2015-03-30,NA,NA,462
"554","Gray Matter",260570,40837,49872,9035,22.12,9.99,91,75,2.49,45051,22806,342,139,47826,5656,23125,3933,0,0,525,0,159,0,9.99,"",72,77,75,"Adventure",2011-02-22,77,11.5,1959
"555","Greed Black Border",NA,100966,113182,12216,12.1,4.99,39,66,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Gremlins Inc",NA,29813,39278,9465,31.75,14.99,85,30,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,2015-10-22,NA,NA,256
"557","Grey Goo",290790,245525,257632,12107,4.93,29.99,69,66,10.19,277035,194785,577,285,260505,13197,183422,11075,3679,1569,628,208,271,182,27.99,"",77,77,76,"Strategy",2015-12-03,77,14,214
"558","Grim Dawn",219990,449461,481931,32470,7.22,24.99,93,25,18.74,586784,558744,3374,1187,549741,19163,529069,18800,72878,6982,3229,726,1209,267,24.99,"",NA,88,87,"Action, RPG",2013-05-14,88,36,1147
"559","Grim Fandango Remastered",316790,491802,520433,28631,5.82,14.99,89,75,3.74,518741,303019,290,155,521360,18663,307806,14345,5256,1875,297,188,132,76,14.99,"",84,80,93,"Adventure",2015-12-07,80,10,210
"560","GROOVY",372490,0,6460,6460,0,7.99,NA,50,3.99,9160,4673,205,204,7183,2192,3854,1605,502,983,238,1157,226,1157,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Guacamelee Gold Edition",NA,695237,713206,17969,2.58,14.99,94,67,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",88,73,NA,NA,2013-08-08,73,NA,1061
"562","Guardians of Orion",407840,122512,207501,84989,69.37,0.99,64,51,0.49,233293,153285,139,40,225993,12293,143830,9808,5431,1906,126,23,40,13,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Guardians of Victoria",385080,33070,59692,26622,80.5,1.99,24,75,0.49,73091,49350,310,303,60090,6340,38717,5089,1226,905,290,307,298,377,1.99,"",NA,NA,NA,NA,2015-10-01,NA,NA,277
"564","Gumboy Crazy Adventures",NA,74158,84241,10083,13.6,4.99,48,66,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",69,53,NA,NA,2006-12-19,53,NA,3485
"565","Gumboy Crazy Features",2525,74158,84241,10083,13.6,4.99,48,66,1.69,78325,11029,41,4,75681,7115,12614,2905,0,0,9,0,6,0,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Gun Rocket",391420,124265,157628,33363,26.85,1.99,74,75,0.49,174035,107113,245,214,176765,10872,112646,8680,2628,1326,198,108,212,105,0.91,"",NA,NA,NA,NA,2015-08-07,NA,NA,332
"567","Gunman Clive 2",394550,4760,10336,5576,117.14,2.99,97,0,2.99,6917,544,34,34,8059,2322,1927,1135,538,744,31,12,22,12,2.99,"",NA,NA,NA,NA,2015-09-03,NA,NA,305
"568","Gunpoint",206190,697242,717857,20615,2.96,9.99,97,75,2.49,721376,516497,231,174,723002,21971,516280,18572,5956,1996,220,53,166,42,7,"",83,83,90,"Puzzle, Action",2013-06-03,83,3,1127
"569","H1Z1",295110,2462269,2492604,30335,1.23,19.99,64,35,12.99,2522481,2475561,3592,981,2514302,40861,2468403,40489,103186,8308,3795,650,1008,89,19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","H1Z1 King of the Kill",NA,2585282,2643514,58232,2.25,19.99,64,35,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Hacker Evolution Untold",NA,263814,270553,6739,2.55,4.99,55,90,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"exoSyphen Studios",NA,46,NA,NA,2008-12-15,46,13,2758
"572","Hacknet",365450,166355,186053,19698,11.84,9.99,92,50,4.99,196093,168614,276,153,189729,11264,169057,10633,7008,2165,295,54,158,29,9.99,"",82,71,NA,NA,2015-08-12,71,6,327
"573","Haegemonia Legions of Iron",NA,52612,62534,9922,18.86,4.99,61,78,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Haegemonia The Solon Heritage",NA,44094,51423,7329,16.62,4.99,69,78,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Half Minute Hero The Second Coming",NA,75160,81140,5980,7.96,9.99,95,75,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",79,70,NA,NA,2014-04-04,70,NA,822
"576","HalfLife",NA,5627542,5754747,127205,2.26,9.99,96,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sierra Entertainment",96,91,91,"Action",2001-11-16,91,12,5344
"577","HalfLife",NA,5627542,5754747,127205,2.26,9.99,96,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sierra Entertainment",96,91,95,"Shooter",1998-11-25,91,12,6431
"578","HalfLife 2",NA,9433687,9585388,151701,1.61,9.99,96,80,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU Games",96,92,97,"Shooter",2004-11-15,92,13.5,4249
