"dba","inspection.date","camis","boro","zipcode","cuisine.type","score","grade"
"BROOKS 1890 RESTAURANT",2016-02-01,41554120,"QUEENS",11101,"Italian",12,"A"
"BROOKS ATKINSON THEATER",2015-11-17,40483696,"MANHATTAN",10036,"American",10,"A"
"BROOKVIN",2016-08-18,50008258,"BROOKLYN",11215,"Other",10,"A"
"BROOME STREET BAR",2016-09-14,40367189,"MANHATTAN",10013,"American",18,"B"
"BROTHER'S PIZZERA",2016-02-06,50004449,"BRONX",10468,"Pizza",13,"A"
"BROTHER'S RESTAURANT",2015-11-10,41633999,"BRONX",10456,"Chinese",10,"A"
"BROTHER JIMMY'S BBQ",2016-08-02,41264671,"MANHATTAN",10001,"American",18,"B"
"BROTHER PIZZA",2016-09-13,50013726,"STATEN ISLAND",10302,"Pizza",12,"A"
"BROTHERS BAGELS",2016-08-18,50000345,"BROOKLYN",11231,"American",9,"A"
"BROTHERS BAKERY CAFE",2016-01-13,50034094,"MANHATTAN",10029,"American",9,"A"
"BROTHERS CREPES",2016-07-13,50045811,"QUEENS",11103,"Juice/Smoothies/Ice Cream/Yogurt",10,"A"
"BROTHERS FISH MARKET",2016-05-24,41297769,"MANHATTAN",10032,"Seafood",31,"C"
"BROTHERS PIZZA",2016-09-01,41158746,"QUEENS",11102,"Pizza",34,"C"
"BROTHERS PIZZA II",2016-03-15,41006423,"STATEN ISLAND",10309,"Pizza",12,"A"
"BROTHERS PIZZA RESTAURANT",2016-05-09,41052939,"BROOKLYN",11232,"Pizza",5,"A"
"BROTHERS PIZZERIA",2015-12-01,41475207,"QUEENS",11365,"Pizza",7,"A"
"BROTHERS RAVIOLI",2016-03-30,41099430,"QUEENS",11414,"Italian",13,"A"
"BROTHERS SEAFOOD",2016-04-08,41595841,"BRONX",10451,"Seafood",13,"A"
"BROUSKO",2015-12-11,50016380,"QUEENS",11101,"Mediterranean",39,"C"
"BROWN BETTY RESTAURANT",2016-09-02,50039146,"QUEENS",11419,"Caribbean",4,"A"
"BROWN BROTHERS HARRIMAN",2016-05-16,50033882,"MANHATTAN",10005,"Middle Eastern",12,"A"
"BROWN SUGAR BAR & RESTAURANT",2016-09-16,50036394,"MANHATTAN",10034,"Latin",13,"A"
"BROWNIE'S CAFE AT COLUMBIA",2016-03-04,41365003,"MANHATTAN",10027,"Delicatessen",2,"A"
"BROWNS BAGELS",2016-06-23,50038027,"MANHATTAN",10001,"Bakery",2,"A"
"BROWNSTEIN CATERERS",2016-04-20,41222270,"MANHATTAN",10011,"American",9,"A"
"BROWNSTONE BAR & RESTAURANT",2016-03-08,50014456,"BROOKLYN",11201,"American",26,"B"
"BROWNY",2016-01-15,50043878,"QUEENS",11358,"Cafe/Coffee/Tea",10,"A"
"BRUNO",2016-02-05,50033808,"MANHATTAN",10003,"Italian",7,"A"
"BRUNO'S RESTAURANT",2016-05-12,41603186,"QUEENS",11414,"Italian",8,"A"
"BRUNO RAVIOLI",2016-02-08,41128262,"MANHATTAN",10009,"American",8,"A"
"BRUNOS ON THE BOULEVARD",2016-05-14,40356151,"QUEENS",11369,"American",10,"A"
"BRUNSWICK",2016-08-24,50052439,"BROOKLYN",11215,"Cafe/Coffee/Tea",7,"A"
"BRUNSWICK BED STUY",2016-04-29,50010428,"BROOKLYN",11233,"American",7,"A"
"BRUNSWICK PROSPECT PARK WEST",2016-02-26,50013585,"BROOKLYN",11215,"Other",12,"A"
"BRUSHSTROKE (30 HUDSON ST)",2016-09-07,41566402,"MANHATTAN",10013,"Japanese",11,"A"
"BRYANT PARK GRILL",2016-06-17,50001262,"MANHATTAN",10018,"American",9,"A"
"BS COFFEE SHOP",2016-06-30,50046937,"QUEENS",11106,"Delicatessen",11,"A"
"BT3 AISLE A",2016-07-20,50044537,"MANHATTAN",10121,"American",0,"A"
"BT4 AISLE B",2016-07-20,50044513,"MANHATTAN",10121,"American",0,"A"
"BTH RESTAURANT & LOUNGE",2015-11-13,50013936,"MANHATTAN",10027,"American",66,"C"
"BTWXTD",2016-09-09,50051386,"BROOKLYN",11238,"Cafe/Coffee/Tea",11,"A"
"BUA",2015-09-11,41056088,"MANHATTAN",10009,"American",10,"A"
"BUBBA GUMP SHRIMP CO.",2016-05-02,41579102,"MANHATTAN",10036,"American",10,"A"
"BUBBAS",2016-04-19,41657408,"QUEENS",11105,"Other",12,"A"
"BUBBLE CREPE",2016-03-04,41700342,"QUEENS",11375,"Cafe/Coffee/Tea",7,"A"
"BUBBLE PANDA",2016-03-03,50016830,"QUEENS",11354,"Chinese",2,"A"
"BUBBLE TEA- B.B.Q",2016-04-27,50013317,"BROOKLYN",11220,"Chinese",12,"A"
"BUBBLE TEA & CREPES",2016-09-22,50043278,"MANHATTAN",10016,"Asian",11,"A"
"BUBBLE TEA TIME",2016-09-14,50043717,"BROOKLYN",11220,"Cafe/Coffee/Tea",20,"B"
"BUBBY'S",2016-05-13,40838693,"MANHATTAN",10013,"American",12,"A"
"BUBBY'S HIGHLINE",2016-03-28,50001451,"MANHATTAN",10014,"American",7,"A"
"BUCA DI BEPPO",2016-09-21,41714339,"MANHATTAN",10036,"Italian",10,"A"
"BUCA/BUCHETTA",2016-04-25,41523265,"MANHATTAN",10025,"Pizza",12,"A"
"BUCCANEER DINER",2016-09-01,40395020,"QUEENS",11369,"American",10,"A"
"BUCEO 95",2016-05-25,41283156,"MANHATTAN",10025,"Spanish",21,"B"
"BUCKLEY'S BAR & RESTAURANT",2016-09-02,40917772,"BROOKLYN",11229,"American",25,"B"
"BUDDA",2016-05-08,50009437,"BRONX",10452,"Latin",20,"B"
"BUDDAKAN",2015-09-29,41159801,"MANHATTAN",10011,"Asian",12,"A"
"BUDDHA BEER BAR",2016-06-30,41637468,"MANHATTAN",10040,"American",10,"A"
"BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT",2016-05-07,50033212,"MANHATTAN",10013,"Other",9,"A"
"BUDDHA BODAI ONE VEGETARIAN RESTAURANT",2016-07-13,50011908,"MANHATTAN",10013,"Other",5,"A"
"BUDDHA LOUNGE",2016-08-01,41447864,"STATEN ISLAND",10309,"Asian",11,"A"
"BUDDY'S BURRITO & TACO BAR",2016-05-25,40393243,"BROOKLYN",11231,"American",3,"A"
"BUDDY'S KOSHER DELI",2016-05-03,41456541,"QUEENS",11364,"Jewish/Kosher",8,"A"
"BUDDY'S WONDER BAR",2016-01-20,40367442,"STATEN ISLAND",10302,"American",11,"A"
"BUDDY BUDDY INC",2016-09-14,50015448,"QUEENS",11354,"Chinese",2,"A"
"BUDEPEST CAFE",2015-12-10,41104783,"MANHATTAN",10028,"Other",10,"A"
"BUDIN",2016-09-14,50005471,"BROOKLYN",11222,"Cafe/Coffee/Tea",10,"A"
"BUENA NUTRICION",2016-02-01,50044847,"BROOKLYN",11220,"Other",12,"A"
"BUENOS AIRES",2016-01-25,41164650,"MANHATTAN",10009,"Spanish",10,"A"
"BUENOS AIRES TANGO",2016-06-06,41107325,"QUEENS",11375,"Latin",9,"A"
"BUFF PATTY RESTAURANT & BAKERY",2015-10-07,41324657,"BROOKLYN",11205,"Caribbean",13,"A"
"BUFFALO BOSS",2016-06-10,50001652,"BROOKLYN",11201,"American",13,"A"
"BUFFALO JO'S WINGS",2016-09-17,50017196,"QUEENS",11385,"Other",10,"A"
"BUFFALO WILD WINGS",2016-09-01,50001077,"QUEENS",11375,"American",40,"C"
"Buffalo Wild Wings Grill & Bar",2016-01-11,50044197,"QUEENS",11356,"Other",9,"A"
"BUFFALO WILD WINGS, PEETS COFFEE & TEA, BENTO SUSHI",2016-08-17,50000768,"QUEENS",11430,"American",19,"B"
"BUGAMBILIAS BAKERY Y DELI",2015-12-11,50033109,"MANHATTAN",10027,"Bakery",4,"A"
"BUGS",2015-07-28,41673883,"MANHATTAN",10009,"Japanese",6,"A"
"BUHRE TOP TORTILLAS",2016-04-13,50033493,"BRONX",10461,"American",5,"A"
"BUILDING ON BOND",2016-08-03,41369267,"BROOKLYN",11217,"American",10,"A"
"BUKA",2016-09-07,41474882,"BROOKLYN",11238,"Other",25,"B"
"BUKANITAS",2016-02-16,50038938,"BROOKLYN",11219,"Mexican",12,"A"
"BUKHARA GRILL",2016-06-17,41605053,"MANHATTAN",10017,"South Asian (Indian, Pakistani, Afghan, etc)",13,"A"
"BULGOGI BBQ",2016-08-23,50047911,"QUEENS",11361,"Korean",19,"B"
"BULL'S EYE SPORTS PUB",2016-04-20,41261620,"BROOKLYN",11234,"American",12,"A"
"BULL & BEAR",2016-02-24,50039306,"MANHATTAN",10022,"American",13,"A"
"BULL MCCABES",2016-06-28,40537686,"MANHATTAN",10003,"European (Irish, English, German, etc)",12,"A"
"BULLPEN DELI",2016-04-19,50004203,"BRONX",10451,"American",11,"A"
"BULLY'S DELI",2016-07-25,40361708,"MANHATTAN",10003,"Delicatessen",10,"A"
"BUMBLE & BUMBLE CAFE",2016-04-29,41003300,"MANHATTAN",10022,"Cafe/Coffee/Tea",4,"A"
"BUMBLE AND BUMBLE",2016-02-10,41019411,"MANHATTAN",10014,"Cafe/Coffee/Tea",12,"A"
"BUN-CHA-GRAPES",2016-02-03,50042814,"BROOKLYN",11203,"Caribbean",12,"A"
"BUN-KER VIETNAMESE RESTAURANT",2016-06-16,41709569,"QUEENS",11385,"Asian",9,"A"
"BUNDU KHAN KABAB HOUSE",2016-08-01,41476399,"QUEENS",11004,"South Asian (Indian, Pakistani, Afghan, etc)",11,"A"
"BUNGA'S DEN",2016-02-24,41418453,"MANHATTAN",10011,"American",3,"A"
"BUNGALO",2016-08-25,41519373,"QUEENS",11106,"Middle Eastern",12,"A"
"BUNGALOW BAR & RESTAURANT",2016-06-11,40829164,"QUEENS",11693,"American",12,"A"
"BUNGALOW18",2015-10-23,41695009,"STATEN ISLAND",10308,"American",11,"A"
"BUNK SANDWICHES",2016-08-22,50042894,"BROOKLYN",11211,"American",13,"A"
"BUNNA CAFE",2015-09-10,50006264,"BROOKLYN",11237,"Other",12,"A"
"BUNNY DELI",2016-06-07,41305588,"MANHATTAN",10033,"Delicatessen",27,"B"
"BUNSMITH",2016-05-31,50036932,"BROOKLYN",11238,"Asian",13,"A"
"BUON APPETITO MONTE'S",2016-07-06,50000430,"BROOKLYN",11223,"Delicatessen",8,"A"
"BUON GELATO",2016-08-24,41428580,"QUEENS",11379,"Italian",23,"B"
"BUONA NOTTE RISTORANTE",2016-05-25,40547904,"MANHATTAN",10013,"Italian",12,"A"
"BUONA PIZZA RESTAURANT",2016-04-26,50008221,"QUEENS",11691,"Pizza",12,"A"
"BUONGIORNO ESPRESSO",2016-08-22,41459513,"MANHATTAN",10018,"American",11,"A"
"Buonissima Pizzeria",2016-09-21,50004171,"BROOKLYN",11204,"Italian",18,"B"
"BUONO BAKERY",2016-04-27,40423440,"STATEN ISLAND",10305,"Bakery",11,"A"
"BUREK'S PIZZA",2015-10-21,40678310,"QUEENS",11385,"Pizza",7,"A"
"BURGANDY'S CAFE",2016-08-12,41410057,"QUEENS",11432,"American",10,"A"
"BURGER & BARREL",2016-05-11,41499185,"MANHATTAN",10012,"American",13,"A"
"BURGER & LOBSTER",2016-02-01,50017243,"MANHATTAN",10011,"American",10,"A"
"BURGER BURGER",2016-06-13,41316784,"MANHATTAN",10004,"American",7,"A"
"BURGER CLUB",2015-10-07,41620030,"QUEENS",11102,"American",9,"A"
"BURGER FACTORY",2016-05-24,50045347,"QUEENS",11372,"Spanish",4,"A"
"BURGER HEAVEN",2016-09-19,40860020,"MANHATTAN",10065,"American",11,"A"
"Burger Heights",2015-11-23,50011368,"MANHATTAN",10033,"American",12,"A"
"BURGER HUT",2016-09-02,41124419,"BRONX",10472,"American",7,"A"
"BURGER IT UP",2015-08-12,41573740,"BROOKLYN",11237,"American",9,"A"
"BURGER JOINT",2016-04-04,50000045,"MANHATTAN",10011,"American",8,"A"
"BURGER KING",2016-09-23,50054568,"QUEENS",11432,"American",9,"A"
"BURGER KING, BURGER KING, POPEYES LOUISIANA KITCHEN",2016-05-09,41694309,"QUEENS",11414,"American",10,"A"
"BURGER KING, POPEYES LOUISIANA KITCHEN",2016-08-11,41611381,"BROOKLYN",11209,"American",12,"A"
"BURGER KING,POPEYES LOUISIANA KITCHEN",2016-01-28,41694302,"BROOKLYN",11234,"American",9,"A"
"BURGER LODGE",2016-02-11,50043870,"BRONX",10458,"American",12,"A"
"BURGER MEXICANO",2016-06-28,50039611,"BROOKLYN",11225,"Mexican",13,"A"
"BURGER ONE NYC",2016-08-30,41412075,"MANHATTAN",10075,"American",7,"A"
"BURGER SHOP",2016-08-16,50043023,"STATEN ISLAND",10314,"American",2,"A"
"BURGER TIME",2016-03-15,50018562,"BRONX",10461,"American",8,"A"
"BURGER UR WAY",2016-08-30,50046368,"BROOKLYN",11207,"American",23,"B"
"BURGER URWAY",2016-09-13,50034799,"BROOKLYN",11238,"American",12,"A"
"BURGER VILLAGE",2016-06-22,50014998,"BROOKLYN",11215,"American",12,"A"
"BURGERFI",2016-06-27,50048238,"BROOKLYN",11228,"American",6,"A"
"BURGERS & CUPCAKES",2016-02-24,40868077,"MANHATTAN",10018,"American",5,"A"
"BURGERS PLUS",2016-08-29,50053531,"QUEENS",11367,"Jewish/Kosher",28,"C"
"BURGOS RESTAURANT",2016-09-16,41488494,"MANHATTAN",10040,"Latin",28,"C"
"BURKE & WILLS/MANHATTAN CRICKET CLUB",2016-06-20,50003743,"MANHATTAN",10024,"Other",7,"A"
"BURLY CAFE",2016-06-07,50016343,"BROOKLYN",11221,"Cafe/Coffee/Tea",13,"A"
"BURMESE BITES",2016-09-14,50051858,"STATEN ISLAND",10305,"American",13,"A"
"BURNSIDE",2015-09-30,41619651,"BROOKLYN",11211,"American",12,"A"
"BURNSIDE BEER & WINE CAFETERIA",2016-03-18,50014664,"BRONX",10457,"Other",11,"A"
"BURNSIDE BISCUITS",2016-04-08,50038444,"QUEENS",11102,"American",9,"A"
"BURP BOWL CAFE",2016-02-04,50045194,"MANHATTAN",10016,"Asian",7,"A"
"BURP CASTLE",2016-04-30,41214360,"MANHATTAN",10003,"American",5,"A"
"BURRITO BAR",2016-04-20,41127647,"BROOKLYN",11217,"American",11,"A"
"BURRITO BAR LA ESQUINA",2016-09-14,50005885,"MANHATTAN",10003,"Mexican",31,"C"
"BURRITO BOWL GRILL",2015-12-16,50043594,"BROOKLYN",11217,"Asian",9,"A"
"BURRITO BOX",2016-08-09,40856837,"MANHATTAN",10019,"American",9,"A"
"BURRITO FELIZ",2016-03-08,50035907,"QUEENS",11372,"Mexican",17,"B"
"BURRITO GRILL BAR",2016-08-03,50050765,"MANHATTAN",10016,"American",10,"A"
"BURRITO LOCO",2016-06-28,40380660,"MANHATTAN",10014,"American",12,"A"
"BURRITOS Y MAS",2016-08-02,50047923,"MANHATTAN",10029,"American",13,"A"
"BUS STOP CAFE",2016-08-10,40400155,"MANHATTAN",10014,"American",12,"A"
"BUS STOP DINER",2016-02-11,50018004,"MANHATTAN",10031,"American",9,"A"
"BUSHWICK COFFEE HOUSE & JUICE BAR",2016-02-22,50043060,"QUEENS",11385,"Cafe/Coffee/Tea",4,"A"
"BUSHWICK COUNTRY CLUB",2016-04-09,41114238,"BROOKLYN",11211,"American",10,"A"
"BUSHWICK GRIND COFFEE HOUSE",2016-08-17,50048470,"BROOKLYN",11206,"Cafe/Coffee/Tea",5,"A"
"BUSHWICK PITA PALACE",2016-02-20,41388867,"BROOKLYN",11206,"Middle Eastern",13,"A"
"BUSHWICK PUBLIC HOUSE",2016-03-11,50018036,"BROOKLYN",11221,"Cafe/Coffee/Tea",12,"A"
"Bustan",2015-12-02,41698218,"MANHATTAN",10024,"Italian",12,"A"
"BUSTLER COFFEE",2016-02-09,50044986,"MANHATTAN",10022,"Cafe/Coffee/Tea",11,"A"
"BUSY CORNER DELI",2016-09-16,50005627,"BROOKLYN",11205,"American",34,"C"
"BUTCH AND COCO CAFE",2015-08-01,50034214,"BROOKLYN",11233,"American",7,"A"
"BUTCHER'S CUT",2016-08-04,50051864,"QUEENS",11354,"Korean",0,"A"
"BUTCHER BAR",2016-04-25,50016498,"QUEENS",11103,"American",25,"B"
"BUTCHER GOURMET DELI",2016-06-24,41082249,"QUEENS",11101,"Delicatessen",10,"A"
"BUTTAH",2016-03-22,50016150,"QUEENS",11385,"Bakery",5,"A"
"BUTTER  RESTAURANT",2016-07-27,50004379,"MANHATTAN",10036,"American",10,"A"
"BUTTER & SCOTCH",2016-04-25,50017845,"BROOKLYN",11225,"Bakery",2,"A"
"BUTTER BEANS (UNICEF)",2015-11-20,50008533,"MANHATTAN",10017,"American",11,"A"
"BUTTER LANE",2016-06-02,50015572,"MANHATTAN",10009,"Bakery",4,"A"
"BUTTER MILK BAKE SHOP",2016-06-17,50018999,"BROOKLYN",11215,"Bakery",9,"A"
"BUTTERCUP BAKE SHOP",2016-07-15,50046198,"MANHATTAN",10016,"Bakery",7,"A"
"BUTTERFIELD CAFE",2015-09-11,50000532,"MANHATTAN",10003,"American",7,"A"
"BUTTERFIELD CATERING",2016-06-29,41360136,"MANHATTAN",10128,"American",10,"A"
"BUTTERFIELD EXPRESS",2016-01-20,41650342,"MANHATTAN",10075,"Bakery",2,"A"
"BUTTERFIELD MARKET",2016-02-24,41155515,"MANHATTAN",10021,"Cafe/Coffee/Tea",13,"A"
"BUTTERFILED 8",2016-05-04,41154623,"MANHATTAN",10016,"American",2,"A"
"BUTTERFLIES CHINESE FOOD",2016-09-15,41473969,"QUEENS",11434,"Chinese",12,"A"
"Buttermilk Bakeshop",2016-04-07,50005570,"BROOKLYN",11215,"Bakery",3,"A"
"BUTTERMILK BAR",2016-03-14,40964282,"BROOKLYN",11215,"American",9,"A"
"BUTTERMILK CHANNEL",2016-06-25,41308287,"BROOKLYN",11231,"American",13,"A"
"BUVETTE",2016-03-28,41541889,"MANHATTAN",10014,"French",8,"A"
"BUZZ",2016-05-30,40610212,"BROOKLYN",11225,"Caribbean",7,"A"
"BXL CAFE",2016-09-21,41066841,"MANHATTAN",10036,"American",55,"C"
"BXL EAST",2016-04-25,41388080,"MANHATTAN",10022,"French",7,"A"
"BXL ZOUTE",2016-04-06,41696334,"MANHATTAN",10010,"Other",10,"A"
"BY CHLOE",2016-09-16,50050905,"MANHATTAN",10010,"Other",12,"A"
"BY SUZETTE",2016-09-08,50055194,"MANHATTAN",10019,"French",30,"C"
"BY SUZETTE FRENCH CREPES",2016-06-17,50008597,"MANHATTAN",10007,"French",0,"A"
"BY THE SLICE",2016-06-13,41175654,"QUEENS",11426,"American",12,"A"
"BY THE WATER PIU DI PRIMA RISTORANTE",2016-08-09,41302711,"QUEENS",11356,"Italian",9,"A"
"BY THE WAY BAKERY",2016-05-23,50004589,"MANHATTAN",10024,"Cafe/Coffee/Tea",2,"A"
"BYBLOS",2016-04-05,41640033,"MANHATTAN",10016,"Middle Eastern",12,"A"
"BYUNG CHUN SOON DAE",2016-07-05,50001215,"QUEENS",11354,"Korean",19,"B"
"BZ GRILL",2016-04-05,41121747,"QUEENS",11102,"Mediterranean",7,"A"
"C & B",2016-05-02,50019055,"MANHATTAN",10009,"Cafe/Coffee/Tea",12,"A"
"C & B LUNCHEONETTE",2016-03-09,40393753,"QUEENS",11385,"American",10,"A"
"C & C CATERING",2015-10-23,40617224,"BROOKLYN",11214,"Italian",2,"A"
"C & C CATERING SERVICE",2016-05-09,40357437,"BROOKLYN",11214,"American",2,"A"
"C & C DELI COFFEE SHOP & DELI",2016-02-18,41392014,"BRONX",10469,"Delicatessen",12,"A"
"C & C ITALIAN DELI",2016-02-10,41652991,"QUEENS",11417,"Delicatessen",14,"B"
"C & C WEST INDIAN AMERICAN FOOD",2016-05-19,41251789,"BROOKLYN",11226,"Caribbean",6,"A"
"C & J II JAMAICAN RESTAURANT & BAKERY",2016-04-09,41625337,"BROOKLYN",11226,"Caribbean",24,"B"
"C & L  DUMPLING HOUSE",2016-03-15,41645715,"MANHATTAN",10002,"Chinese",9,"A"
"C & L OF EAST OCEAN RESTAURANT",2016-04-14,41542461,"BROOKLYN",11220,"Chinese",13,"A"
"C & M PIZZA",2016-03-04,41690381,"BRONX",10458,"Pizza",11,"A"
"C & Y NOODLE (#24 E)",2016-05-18,50011938,"QUEENS",11355,"Chinese",24,"B"
"C BAR & LOUNGE",2016-09-16,50009628,"QUEENS",11418,"Caribbean",22,"B"
"C J's BAR & LOUNGE",2015-11-16,50004900,"QUEENS",11417,"American",12,"A"
"C J BANQUET LATINO",2016-04-07,41418514,"QUEENS",11378,"Mexican",2,"A"
"C. LO CAFE",2016-05-10,50033448,"BROOKLYN",11211,"American",12,"A"
"C. XIQUE CAFE",2016-07-20,50052244,"BROOKLYN",11220,"Mexican",2,"A"
"C.M. COFFEE SHOP",2016-01-12,41620203,"BROOKLYN",11237,"American",12,"A"
"C.U.N.Y CAFE",2016-02-05,40710515,"MANHATTAN",10016,"American",13,"A"
"CABANA",2016-02-18,41309951,"MANHATTAN",10065,"Latin",7,"A"
"CABLITO",2016-04-28,50034001,"MANHATTAN",10002,"Mexican",9,"A"
"CABO RESTAURANT",2016-08-31,50011777,"BRONX",10465,"Mexican",32,"C"
"CABRINI 181",2015-09-16,41351011,"MANHATTAN",10033,"American",9,"A"
"CACHACO THE INTERNATIONAL DELI",2016-08-04,50047970,"BROOKLYN",11222,"Delicatessen",32,"C"
"CACHAPAS Y MAS",2016-06-30,41375603,"MANHATTAN",10040,"Latin",9,"A"
"CACIO & PEPE",2016-09-21,41056164,"MANHATTAN",10003,"Italian",21,"B"
"CACIO E VINO",2015-12-11,41204942,"MANHATTAN",10003,"Italian",12,"A"
"CACTUS TEX-MEX FOOD",2016-07-13,50049274,"BROOKLYN",11235,"American",24,"B"
"CADAQUES",2015-12-12,41511984,"BROOKLYN",11211,"Spanish",11,"A"
"CADWALADER, WICKERSHAM & TAFT",2016-03-14,41083839,"MANHATTAN",10281,"American",9,"A"
"CAESAR'S PALACE",2016-03-30,40378970,"MANHATTAN",10024,"Pizza",10,"A"
"CafÃ© Medi",2016-09-12,41087273,"MANHATTAN",10002,"American",8,"A"
"CAFÃ GUSTO",2016-09-14,41185251,"MANHATTAN",10038,"American",27,"B"
"CAFE & RESTAURANT",2016-05-03,50036175,"BROOKLYN",11208,"Spanish",12,"A"
"CAFE (AT THE MUSEUM OF THE CITY OF NEW YORK)",2015-10-16,41715505,"MANHATTAN",10029,"American",7,"A"
"CAFE 1 OF A KIND",2016-03-01,50012204,"QUEENS",11362,"Cafe/Coffee/Tea",5,"A"
"CAFE 101",2016-06-10,41000172,"MANHATTAN",10017,"American",7,"A"
"CAFE 101 16TH FLOOR CAFETERIA",2015-09-25,40403880,"MANHATTAN",10007,"American",10,"A"
"CAFE 101(Coffee Stand)",2015-11-12,41100544,"BROOKLYN",11203,"American",4,"A"
"CAFE 104",2016-06-29,41363530,"QUEENS",11368,"Mexican",13,"A"
"CAFE 11",2015-10-27,41409366,"MANHATTAN",10004,"Jewish/Kosher",10,"A"
"CAFE 11-TOURO COLLEGE",2015-09-04,50003721,"MANHATTAN",10023,"Jewish/Kosher",9,"A"
"CAFE 11231",2016-04-20,50014422,"BROOKLYN",11231,"American",12,"A"
"CAFE 157",2016-09-21,50051989,"QUEENS",11354,"Cafe/Coffee/Tea",10,"A"
"CAFE 1853",2015-08-25,41589290,"BRONX",10471,"American",2,"A"
"CAFE 2",2016-05-17,50006345,"MANHATTAN",10019,"American",9,"A"
"CAFE 2000 CORONA",2016-08-12,41239693,"QUEENS",11368,"Spanish",13,"A"
"CAFE 212/COLUMBIA CATERING KITCHEN - ALFRED LERNER HALL",2015-12-09,40710953,"MANHATTAN",10027,"Cafe/Coffee/Tea",11,"A"
"CAFE 23",2016-08-31,50049317,"MANHATTAN",10022,"American",9,"A"
"CAFE 232",2016-06-20,41558986,"BROOKLYN",11205,"Korean",13,"A"
"CAFE 27",2016-02-23,41397315,"MANHATTAN",10001,"American",12,"A"
"CAFE 28",2016-08-01,40993542,"MANHATTAN",10016,"American",13,"A"
"CAFE 285",2015-10-01,50000440,"MANHATTAN",10019,"American",0,"A"
"CAFE 31",2016-08-15,40545546,"MANHATTAN",10001,"American",9,"A"
"CAFE 37",2016-02-22,41570575,"MANHATTAN",10018,"Delicatessen",9,"A"
"CAFE 42",2015-09-21,41281195,"MANHATTAN",10017,"Delicatessen",12,"A"
"CAFE 45",2015-09-18,41707008,"MANHATTAN",10036,"American",7,"A"
"CAFE 47",2016-08-22,41639463,"MANHATTAN",10023,"American",10,"A"
"CAFE 52 RESTAURANT",2016-06-23,50003503,"QUEENS",11377,"American",12,"A"
"CAFE 55",2015-12-11,50014272,"MANHATTAN",10004,"American",9,"A"
"CAFE 57",2016-09-23,41178124,"MANHATTAN",10019,"American",11,"A"
"CAFE 58",2016-02-10,41683394,"BROOKLYN",11220,"American",11,"A"
"CAFE 61",2016-09-13,50042395,"MANHATTAN",10065,"American",12,"A"
"CAFE 71",2015-12-02,41174407,"MANHATTAN",10023,"Cafe/Coffee/Tea",11,"A"
"CAFE 75 BAR",2016-06-21,40398658,"QUEENS",11372,"Latin",12,"A"
"CAFE 86",2016-08-11,50002967,"MANHATTAN",10024,"American",8,"A"
"CAFE AKA",2016-02-19,41622776,"MANHATTAN",10022,"American",12,"A"
"CAFE AL MERCATO",2016-03-16,40654328,"BRONX",10458,"Italian",5,"A"
"CAFE ALICE",2016-07-18,40937824,"MANHATTAN",10017,"Delicatessen",12,"A"
"CAFE ALTRO PARADISO",2016-05-16,50044208,"MANHATTAN",10013,"Italian",7,"A"
"CAFE AMERICANO",2016-09-13,50054218,"MANHATTAN",10021,"American",13,"A"
"CAFE AMORE'S RESTAURANT",2016-01-14,40752011,"MANHATTAN",10013,"Pizza",7,"A"
"CAFE AMRITA",2016-02-25,41236517,"MANHATTAN",10026,"American",12,"A"
"CAFE ANGELIQUE",2016-05-02,40875888,"MANHATTAN",10012,"Cafe/Coffee/Tea",11,"A"
"CAFE ANGELIQUE EXPRESS",2015-11-06,41455503,"MANHATTAN",10012,"Cafe/Coffee/Tea",10,"A"
"CAFE ARBAT",2016-06-04,50033545,"BROOKLYN",11223,"Other",12,"A"
"CAFE ARGENTINO",2015-09-29,41456654,"BROOKLYN",11211,"Latin",11,"A"
"CAFE ARTE",2016-08-01,50044527,"MANHATTAN",10005,"American",26,"B"
"CAFE ATELIER (ART STUDENTS LEAGUE)",2016-04-06,40364531,"MANHATTAN",10019,"American",2,"A"
"CAFE AU LEE",2016-08-23,50010805,"BROOKLYN",11211,"Jewish/Kosher",46,"C"
"CAFE B'WAY 46",2016-06-21,50001460,"MANHATTAN",10036,"American",20,"B"
"CAFE BAMBA",2016-02-05,50044869,"MANHATTAN",10011,"Cafe/Coffee/Tea",4,"A"
"CAFE BAR",2016-06-14,40561796,"QUEENS",11106,"Mediterranean",12,"A"
"CAFE BARI",2016-06-30,50047156,"MANHATTAN",10018,"Cafe/Coffee/Tea",13,"A"
"CAFE BASIL GOURMET",2016-03-21,41129965,"MANHATTAN",10017,"American",7,"A"
"CAFE BEIT",2016-06-08,50046164,"BROOKLYN",11249,"Cafe/Coffee/Tea",16,"B"
"CAFE BELLA VITA",2016-04-27,40392313,"STATEN ISLAND",10305,"Italian",23,"B"
"CAFE BENCH",2015-10-28,41621706,"QUEENS",11358,"American",7,"A"
"CAFE BEYOND",2016-09-02,40400185,"MANHATTAN",10011,"American",2,"A"
"CAFE BIBA",2016-01-28,50000590,"BROOKLYN",11249,"Cafe/Coffee/Tea",0,"A"
"CAFE BISTRO",2016-08-22,41413875,"MANHATTAN",10001,"American",52,"C"
"CAFE BLOSSOM",2015-09-08,41641198,"MANHATTAN",10014,"Other",12,"A"
"CAFE BONJOUR",2016-03-11,40873102,"MANHATTAN",10016,"American",13,"A"
