,Category,FoundedDate,Group reviews,Location,Past Meetups,Region,Upcoming Meetups,UpcommingEventDate,UpcommingEventGoing,UpcommingEventName,UpcommingEventTime,Worldwide,group,member,name
151,Tech,Jul 25 2008 ,27,New York,100,NY,14,Sat Nov 12,31 going,"JavaScript Fundamentals: Higher Order Functions, Scopes, Closures, Callbacks",10:00 AM,,JavaScripters,"4,705",NY JavaScript
152,Tech,Jun 29 2015 ,2,New York,29,NY,1,Wed Nov 16,136 going,"Recommender Systems, Basics and Different Use Cases",06:00 PM,,Data Scientists,"1,859",New York Data Science #ODSC
153,Tech,Dec 9 2010 ,26,New York,73,NY,6,Tue Dec 13,24 going,A Purely Functional Holiday Party,07:00 PM,,Lispnycs,"1,284",LispNYC
154,Tech,Apr 4 2012 ,27,New York,68,NY,,,,,,,Software Engineers,"6,875",New York Software Engineers (NYSE)
155,Tech,Jul 27 2013 ,12,New York,102,NY,2,Wed Nov 16,60 going,Whitepaper Wednesday 7: Blockchain-Free Cryptocurrencies,07:00 PM,,Members,"1,830",BitDevs NYC
156,Tech,Jul 2 2009 ,44,New York,58,NY,1,Mon Nov 21,110 going,Sprint: How to Prototype and Test Products in Five Days,06:30 PM,,Members,"4,604",Agile Experience Design
157,Tech,Oct 9 2012 ,23,New York,449,NY,26,Sun Nov 13,6 going,Sundays @ Gregory's Coffee,11:00 AM,,Haxors,"4,439",Hacker Hours
158,Tech,Mar 2 2016 ,,New York,8,NY,1,Wed Nov 16,92 going,KubeCon Wrap Up and More with Apprenda and Rancher Labs,06:00 PM,54,Kubelets,757,Kubernetes and Cloud Native New York
159,Tech,Jun 29 2006 ,143,New York,142,NY,1,Tue Nov 15,29 going,Open Mic Night,07:00 PM,354,WordPress Fanatics,"5,434",WordPress NYC Meetup Group
160,Tech,May 8 2015 ,8,New York,13,NY,1,Mon Nov 21,48 going,Innovations in Digital Mapping,06:30 PM,,CUNY Techies,"1,153",CUNY Tech Meetup
161,Tech,Apr 8 2013 ,2,New York,5,NY,,,,,,,Techies,438,Tech For Good NYC
162,Tech,Jan 28 2013 ,3,New York,65,NY,10,Wed Nov 16,87 going,"NY's Biggest Professional Networking Mixer - Entrepreneur, Tech & Business",06:30 PM,,Members,"2,957",NYC Startup Community
163,Tech,Jul 10 2016 ,3,New York,2,NY,,,,,,,Members,471,Cognitive Artificial Intelligence Meetup (#CAIM)
164,Tech,Jan 3 2014 ,5,New York,47,NY,,,,,,,Data Scientists,"2,654",NYC Data Wranglers
165,Tech,Feb 2 2016 ,14,Jersey City,19,NJ,1,Wed Nov 16,21 going,FinTech Talk : The Future Financial Desktop w Mazy (OpenFin),06:00 PM,,Members,811,Data Science + FinTech JC-NY
166,Tech,Jun 30 2010 ,128,New York,211,NY,7,Sat Nov 12,22 going,Introduction to Python,10:30 AM,52,Nerdettes,"10,856",Girl Develop It NYC
167,Tech,May 29 2016 ,1,New York,2,NY,1,Tue Nov 29,46 going,VR INVEST PITCH MEETUP @rise New York,08:45 AM,,Members,497,VR & AR INVEST !
168,Tech,Oct 8 2015 ,,New York,12,NY,3,Mon Nov 14,200 going,Apache Spark/Zeppelin Data Science Workshop + bonus Apache SystemML overview,06:00 PM,,Members,913,Future of Data: New York
169,Tech,Jun 8 2013 ,6,New York,18,NY,1,Wed Nov 16,111 going,Nov 2016 Elastic NYC Meetup /w GrubHub,06:00 PM,,Elastic Fantastics,"1,115",Elastic New York City User Group
170,Tech,Sep 25 2015 ,23,New York,73,NY,5,Fri Nov 11,25 going,Field Trip to the Big MINI Media Festival w/ Epson Moverio,07:00 PM,,Badasses,"1,566",NYC VR U
171,Tech,Oct 10 2016 ,,Brooklyn,,NY,1,Thu Nov 17,115 going,Trans in Tech,07:00 PM,,Members,139,Prolific Events
172,Tech,Nov 17 2011 ,99,New York,50,NY,1,Tue Nov 29,3 going,Data Driven NYC #51 (A FirstMark Event),05:45 PM,,Members,"11,822",Data Driven NYC (a FirstMark Event)
173,Tech,Nov 2 2013 ,12,New York,21,NY,1,Tue Dec 6,36 going,Top of the Stack to You!,06:30 PM,,Full-stack Engineers,"2,828",Full-Stack Engineering Meetup
174,Tech,Nov 24 2009 ,41,New York,74,NY,5,Tue Nov 22,90 going,ARNY Augmented Reality Meetup,06:30 PM,,ARNYs,"2,420",ARNY - Augmented Reality New York
175,Tech,Apr 23 2014 ,2,New York,16,NY,1,Tue Nov 22,71 going,#15: Webinar: Introduction to Bayesian Computation Using the rstanarm R Package,11:00 AM,,Bayesians,919,Bayesian Data Analysis
176,Tech,Mar 30 2013 ,37,New York,119,NY,,,,,,,Bitcoiners,"3,763",BitcoinNYC
177,Tech,Apr 2 2013 ,15,New York,486,NY,73,Fri Nov 11,3 going,3D Printing Basic Usage,06:30 PM,,makers,"2,079",fat cat FAB LAB
178,Tech,Jan 14 2016 ,2,New York,13,NY,1,Wed Nov 16,11 going,Partner UX Program: Learn by doing real UX projects for real clients 5wks/20%off,06:30 PM,,Prototypers,"1,453",Prototyping User Experiences NYC Meetup
179,Tech,Sep 27 2016 ,,New York,1,NY,1,Mon Dec 5,51 going,The Ethics of Algorithms ,07:00 PM,,Members,245,Ethical Tech
180,Tech,Oct 7 2014 ,17,New York,39,NY,2,Sat Nov 12,59 going,Recommendation Engines Workshop,10:00 AM,,Members,"2,069",NYC Women in Machine Learning & Data Science
181,Tech,Oct 3 2015 ,5,New York,31,NY,2,Sun Nov 13,74 going,Brunch of the month (with board games!),11:00 AM,,Members,"1,310",Lesbians who brunch - LWT NYC
182,Tech,May 7 2015 ,1,New York,11,NY,1,Wed Nov 16,65 going,Tech Talk: LucidUI and Adopting React.js,06:00 PM,,Members,"3,760",Tech Talks @ AppNexus NYC
183,Tech,Oct 28 2012 ,3,New York,169,NY,29,Thu Nov 17,31 going,Breakfast Roundtable Networking For Startups,08:00 AM,,Entrepreneurs,361,StartupsNY: Cooperation and Partnering
184,Tech,Sep 8 2016 ,,New York,1,NY,,,,,,,Busy bees,208,NYC iOS Hive
185,Tech,Apr 29 2015 ,4,New York,11,NY,1,Wed Nov 16,64 going,Launching Hy.pe on K8S + VM Security & Container Workflows,06:30 PM,54,Kubernauts,712,New York Kubernetes Meetup
186,Tech,Jan 14 2015 ,7,New York,21,NY,,,,,,,Members,"4,111",Tech Tuesday
187,Tech,Mar 14 2016 ,2,New York,4,NY,,,,,,,Hyperledgerites,388,NYC Hyperledger Meetup
188,Tech,Aug 20 2012 ,19,New York,35,NY,,,,,,,d3.js-ers,"3,645",NYC D3.js
189,Tech,Apr 19 2010 ,244,Hoboken,100,NJ,4,Mon Nov 14,52 going,"NJ Tech Meetup: Bfast & Fireside w/ Juliet Nyatta, Andreessen Horowitz / Honor",09:00 AM,,NJ Tech'ers,"6,029",NJ Tech Meetup
190,Tech,Mar 1 2013 ,9,New York,24,NY,,,,,,,Data Engineers,"1,661",NYC Data Engineering
191,Tech,Mar 23 2016 ,,New York,8,NY,1,Tue Nov 15,21 going,Analyzing IBM Watson IoT Events Using Spark and Jupyter Notebooks,06:30 PM,8,Coders,629,Learn to Code New York
192,Tech,Dec 16 2010 ,23,New York,74,NY,6,Wed Dec 14,5 going,December Marketing Meetup,06:30 PM,,Members,"4,583",NYC Technology Startups
193,Tech,Jul 1 2009 ,9,New York,33,NY,2,Wed Dec 7,60 going,Your Big Data Stack is Too Big,06:30 PM,,Luceners,"1,163",NYC Apache Lucene/Solr Meetup
194,Tech,Oct 4 2010 ,37,New York,70,NY,1,Wed Nov 16,73 going,Carlos Justiniano - Node In Small Places!,06:30 PM,,Nodesters,"4,204",NYC Nodejs
195,Tech,Oct 6 2016 ,2,New York,9,NY,8,Wed Nov 16,7 going,Consciousness Club #8: ?úAwareness and the Biosphere??6:00 PM,,Conscious Members,178,Consciousness Club NYC - Machine Consciousness & AI Society,
196,Tech,Oct 12 2015 ,2,New York,10,NY,,,,,,,Members,"1,194",Postlight
197,Tech,Mar 1 2009 ,24,New York,214,NY,5,Fri Nov 11,25 going,TechFam at AfroTech Conference (Blavity),07:00 PM,,TechFam Family,"3,092",TechFam - A Tech Group for Blacks/Latinos/Diversity
198,Tech,Jul 3 2009 ,26,New York,82,NY,,,,,,,Clojurians,"1,346",NYC Clojure Users Group
199,Tech,Sep 10 2012 ,13,New York,58,NY,1,Thu Nov 17,26 going,Gifts & Giving In The Cognitive Age: It's The Thought That Counts,07:00 PM,,Designers + Geeks,"7,948",Designers + Geeks New York
200,Family,Jan 30 2011 ,14,Astoria,186,NY,,,,,,,Mamas,"1,480",Queens Mamas
201,Family,Jul 8 2014 ,,Astoria,13,NY,,,,,,,"Cool moms, Working, City moms",272,"Astoria, NYC Working Mommy Meetup Group"
202,Family,Oct 19 2015 ,,Woodside,1,NY,,,,,,,Explorers,24,Tinkergarten Woodside/Sunnyside Queens
203,Family,Dec 24 2015 ,,Astoria,,NY,,,,,,,Past Meetups,1,Carpool to Grandma's Meetup
204,Family,Apr 23 2007 ,40,New York,"2,815",NY,58,,,,,,Moms,"5,475",First Time Upper West Side Moms
205,Family,May 27 2014 ,6,Astoria,"1,290",NY,77,,,,,,MOMallies,442,MOMally Parenting
206,Family,Aug 10 2006 ,52,Jersey City,"9,336",NJ,22,,,,,,Jersey City Moms,603,The Jersey City Moms Meetup
207,Family,Jan 7 2009 ,21,New York,"4,194",NY,172,,,,,,Moms,"1,788","Upper West Side Moms of Babies, Toddlers & Prescho"
208,Family,Nov 24 2008 ,113,New York,"1,610",NY,15,Fri Nov 18,159 going,Dove Men+Care Hair Exclusive FREE Invite:Fantastic Beasts and Where to Find Them,06:15 PM,25,Dads,"1,549",New York City (NYC) Dads Meetup Group
209,Family,Aug 26 2014 ,2,Jersey City,293,NJ,4,Tue Nov 8,5 going,New Moms & kids Meetup,10:00 AM,,"Parents, families","1,021",JCFamilies
210,Family,Aug 28 2013 ,5,Jersey City,478,NJ,13,,,,,,Mamas,631,Paulus Hook Mamas
211,Family,Jan 12 2012 ,7,Jersey City,"1,982",NJ,105,,,,,,Paulus Hook Mommies/Members,891,Paulus Hook Moms Group of Jersey City
212,Family,Oct 20 2007 ,45,Cliffside Park,"9,277",NJ,62,,,,,,Moms,512,North Jersey Moms Meetup Group
213,Family,Oct 11 2010 ,20,New York,189,NY,3,Thu Nov 10,14 going,Veteran's Day Weekend Poconos Getaway,04:00 PM,,KYCHBC'ers,705,"Kids/Youth & Camping, Hiking, Backpacking, Caving (KYCHBC)"
214,Family,Jan 8 2008 ,1,New York,207,NY,12,Sun Nov 13,2 going,Fall Lantern Walk in Central Park,04:45 PM,,Parents,"1,607",Working Moms of Manhattan Meet Up Group
215,Family,Dec 10 2012 ,13,New York,"1,001",NY,10,,,,,,Manhattan Moms,840,Manhattan Moms - Upper East & West
216,Family,Sep 3 2014 ,2,New York,214,NY,9,,,,,,Members,81,"Asian Single Parents - NY, NJ, CT"
217,Family,Aug 10 2016 ,1,New York,39,NY,4,,,,,,Moms,174,UES moms & babies
218,Family,Jan 4 2012 ,8,New York,418,NY,25,Sat Nov 12,6 going,St. Martin's Lantern Walk | Laternenumzug,04:45 PM,,Members,317,CityKinder Manhattan
219,Family,Jul 28 2013 ,3,New York,374,NY,1,Fri Nov 11,1 going,Kidz Central Station Fall Family Bash at The Plaza Hotel,05:00 PM,,moms,90,Upper East Side Moms and Moms to be Meetup
220,Family,Aug 5 2006 ,60,New York,142,NY,,,,,,,Single Parents,"2,655",The New York Single Parents Meetup Group
221,Family,Nov 9 2010 ,7,New York,61,NY,1,Sun Nov 20,6 going,Celebrating Turkeys and Expressing Gratitude through dance & poetry,03:00 PM,,Vegetarians/Vegans,"1,055",NYC Vegetarian and Vegan Families
222,Family,Feb 12 2011 ,23,Hoboken,"1,808",NJ,41,,,,,,Moms,"1,505",The Hoboken Moms Meetup Group
223,Family,Apr 8 2013 ,1,Hoboken,132,NJ,11,Wed Nov 16,3 going,"""Gesund, aber nat√ºrlich"": Alt¬≠ernative home remedies for babies and kids",07:30 PM,,Members,130,German speaking playgroup - Jersey City/Hoboken
224,Family,Dec 12 2015 ,1,Brooklyn,38,NY,8,Mon Nov 14,2 going,Play Space Meet and Greet - Mondays in Clinton Hill,12:00 PM,,Stay At Home Moms,154,Brooklyn Stay At Home Moms
225,Family,Nov 2 2012 ,1,New York,18,NY,1,Sat Nov 12,22 going,5th Annual Laternenlauf at Morningside Park,05:30 PM,,German Language Families,238,German Language Family Events Harlem
226,Family,Aug 10 2010 ,19,New York,227,NY,10,Wed Nov 16,1 going,Mamas and babies playground meet up.,10:00 AM,,Manhattan Mamas,"1,925",Manhattan Mamas
227,Family,Feb 18 2013 ,1,New York,160,NY,2,Tue Nov 15,2 going,Brit-Mums New Baby Coffee Morning (0-1yr),09:30 AM,,British Mums NYC,175,British Mums NYC
228,Family,Apr 13 2016 ,,New York,16,NY,,,,,,,Members,98,UES/Midtown East/ Sutton Place Stay At Home Moms
229,Family,Jul 31 2007 ,21,Long Island City,"2,105",NY,52,,,,,,Parents,919,Little In the City
230,Family,Oct 18 2016 ,,New York,2,NY,,,,,,,Members,36,It Takes A Village To Raise A Kid
231,Family,Feb 10 2005 ,3,Astoria,"3,664",NY,4,,,,,,Astoria Moms MeetUp,61,Astoria Moms Meetup Group
232,Family,Aug 22 2010 ,18,Edgewater,458,NJ,3,,,,,,Moms and Dads,714,"Moms & Dads of Edgewater, NJ"
233,Family,Oct 10 2016 ,,New York,9,NY,,,,,,,Asian Moms,25,New York Asian Moms Meetup
234,Family,Oct 29 2014 ,2,New York,491,NY,31,,,,,,Homeschool Homies,192,New York Homeschools
235,Family,Jan 19 2016 ,1,Brooklyn,16,NY,2,Sun Nov 13,2 going,Music Class with Suzanna,10:00 AM,,Sane Parents,68,Cobble Chill Parents
236,Family,May 15 2016 ,,Union City,16,NJ,,,,,,,folks,106,JC Heights/ Union City New Parents and Families
237,Family,Oct 13 2016 ,,Brooklyn,12,NY,5,Sat Nov 12,1 going,PLAY GROUP FOR AGES 12-24 MONTHS,10:00 AM,,Members,37,Tot Town Brooklyn Play Dates
238,Family,Oct 30 2010 ,1,New York,44,NY,,,,,,,Members,475,The Pregnant New Yorker
239,Family,Aug 31 2012 ,1,Jersey City,179,NJ,18,,,,,,Juniors,16,Girl Scout Troop 12912
240,Family,May 28 2015 ,1,New York,5,NY,1,,,,,,Members,110,Family and Friends / Borderline Personality Disorder
241,Family,Jul 3 2015 ,,Brooklyn,9,NY,1,Wed Dec 7,1 going,Workshop & Discussion Group - Brooklyn Holistic Parents,06:00 PM,,Wellness Ambassadors,153,"Brooklyn Holistic Parents Group-Fertility, Birth, Families"
242,Family,Jan 31 2016 ,,New York,30,NY,10,Sat Nov 12,1 going,Stroller Fitness class!,10:00 AM,,Fit moms!,397,Baby Burn Fitness NYC Location
243,Family,Aug 15 2016 ,,Astoria,21,NY,10,Tue Nov 15,1 going,Baby by your side while you exercise!  :),09:15 AM,,Enlightened Mamas,34,Affordable Outdoor Fitness Classes for Astoria Moms
244,Family,Apr 22 2010 ,6,New York,507,NY,42,,,,,,NYCParents,"2,399",NYC Parents of Babies/Toddlers/Kids(Pre-Teens & Te
245,Family,Apr 2 2012 ,8,Hoboken,53,NJ,,,,,,,Conscious Choice Parents,801,Holistic Parents of Hudson County
246,Family,Oct 9 2014 ,1,Astoria,26,NY,,,,,,,Savvy Single Parents of NY,395,Savvy Single Parents and Families of NY 35-55
247,Family,Oct 11 2016 ,,New York,1,NY,,,,,,,Members,136,New York Stay at Home Moms Group
248,Family,Mar 14 2010 ,5,New York,315,NY,17,Sun Nov 13,1 going,Books of Wonder Story Time,11:30 AM,,Mommy Free Time,"2,240",Free Events for Mom
249,Family,Dec 20 2012 ,1,Astoria,66,NY,2,Wed Dec 28,1 going,Phone Support Group,12:30 PM,,Moms,156,Moms Of Children who Have Autism (MOCHA)/ PDD Meetup Group
250,Family,Aug 21 2013 ,2,Long Island City,75,NY,11,,,,,,Mocha Moms,146,Mocha Moms Queens Chapter
251,Family,Jul 22 2015 ,,New York,25,NY,1,,,,,,Harlem Mommies,59,South Harlem Stay At Home Moms Meetup
252,Family,Nov 20 2015 ,,New York,261,NY,39,,,,,,Mandarin Parents,111,NYC Mandarin Children
253,Family,Aug 10 2016 ,,New York,2,NY,1,Fri Dec 2,2 going,First Friday Meeting ??Topic: HANDLING REBELLIOUS CHILDREN,08:00 PM,,Members,51,NY Gay Dads
254,Family,Sep 26 2016 ,,New York,1,NY,1,Sat Nov 12,4 going,Meet N Greet! ,12:00 PM,,Moms,32,Gramercy Mamas
255,Family,Nov 8 2016 ,,Brooklyn,,NY,1,,,,,,Vinyl Enthusiasts,19,Vinyl Listening Meetup
256,Family,Jul 7 2009 ,,New York,874,NY,10,Tue Nov 15,1 going,Weekly Breastfeeding Support Group,10:00 AM,,Yummy Mummies,760,Yummy Mummy Club
257,Family,Aug 16 2009 ,,New York,"1,125",NY,22,,,,,,Moms,263,"Midtown Moms of Babies, Toddlers & Preschoolers"
258,Family,Apr 11 2011 ,5,New York,40,NY,,,,,,,very good parents,110,NYC Parents of Children with Cerebral Palsy
259,Family,May 12 2011 ,2,New York,319,NY,10,Tue Nov 15,0 going,Storytime at Columbus Library,11:00 AM,,Moms,198,Midtown Mamas
260,Family,Jul 12 2012 ,2,New York,177,NY,12,Sat Nov 19,0 going,Toddler Saturday Meetup,10:30 AM,,Mommies,"1,251","New Moms Social Circle - Uptown Manhattan (UWS,Harlem,etc.)"
261,Family,Nov 6 2012 ,7,New York,41,NY,6,,,,,,Stepparents,120,Stepfamily Solutions of NYC Meetup Group
262,Family,Oct 3 2013 ,8,New York,57,NY,,,,,,,Hot Mommies,"1,182",Mom in the City ??
263,Family,Apr 19 2015 ,,New York,,NY,,,,,,,Moms,12,Over 45 First Time NYC Moms of Babies
264,Family,Mar 22 2016 ,,New York,8,NY,43,Wed Nov 16,4 going,Flatiron French Play Group,10:00 AM,,Members,42,Flatiron French Play Group
265,Family,May 31 2016 ,,New York,2,NY,,,,,,,Circumcision supporters,25,In Support of Circumcision
266,Family,Jun 5 2016 ,,New York,2,NY,2,Tue Nov 15,1 going,The Founding Moms' Exchange: NYC!,09:30 AM,,Founding Moms,62,The Founding Moms' Exchange: NYC!
267,Family,Jul 17 2016 ,,New York,1,NY,,,,,,,Travelers,39,I Want to Travel ... #SayThat!
268,Family,Sep 15 2016 ,,Cliffside Park,10,NJ,1,Fri Nov 18,1 going,"Cliffside Park, NJ Torah Tots Meetup",10:00 AM,,Members,11,Cliffside Park Torah Tots Meetup
269,Family,Oct 14 2016 ,,Brooklyn,4,NY,,,,,,,Members,40,"BK Mama Meetup -Change your lifestyle, waistline and latte"
270,Family,Oct 19 2016 ,,New York,2,NY,1,Wed Nov 16,2 going,Toddler crafternoon,02:30 PM,,Members,43,New York City Play date buddies
271,Family,Oct 19 2016 ,,New York,,NY,1,Mon Nov 14,3 going,Deliberate Dads NYC - November // Meetup for Gay Men Who Aspire to Be Fathers,05:30 PM,,Deliberate Dad,10,Deliberate Dads NYC
272,Family,Oct 20 2016 ,,New York,2,NY,,,,,,,Members,16,"Murray Hill, Midtown Mommies & playdates!"
273,Family,Nov 7 2016 ,,New York,,NY,1,Tue Nov 15,3 going,Coffee Tea with Moms and Babies,01:00 PM,,Members,17,UWS Moms Coffe/Tea Baby Play Dates
274,Family,Dec 26 2006 ,12,New York,76,NY,6,,,,,,Adoptees,270,The NYC Adoptees Meetup Group
275,Family,Sep 23 2008 ,10,New York,383,NY,1,,,,,,Parents,390,Manhattan German Playgroup
276,Family,Apr 9 2010 ,1,New York,563,NY,1,,,,,,Fellow Moms,"2,062",New Moms Support Group NYC
277,Family,Jun 26 2010 ,,New York,129,NY,,,,,,,Parents,20,Upper East Side/Upper West Side Moms with Babies & Toddlers
278,Family,Jan 14 2014 ,,New York,33,NY,,,,,,,curious people,105,Skill Mill NYC/ Dazzling Discoveries
279,Family,Aug 13 2014 ,,New York,,NY,1,Coming soon!,18 going,Language and Memory Games!,,,Parents of Little Linguists,92,NYC Parents of Toddlers
280,Family,Dec 31 2014 ,,Brooklyn,1,NY,,,,,,,Members,143,NYC Parenting and Educational Resources
281,Family,Jan 19 2015 ,,New York,43,NY,15,Tue Nov 15,3 going,Indoor activities; blocks; painting; dramatic play; sand; Story time and more!,10:30 AM,,Parents,800,Activities for Children Meetup
282,Family,Nov 21 2015 ,,Jersey City,2,NJ,,,,,,,Young Muslim couples with kids,50,Muslim couples of New York City & Jersey City Expat Meetup
283,Family,Mar 1 2016 ,,Long Island City,41,NY,,,,,,,Mamas,88,FIT.MOM.LIC
284,Family,Mar 3 2016 ,,New York,36,NY,10,Sun Nov 13,1 going,"Prenatal Yoga - Breathe, Move, Open, Strengthen, Relax, Release and Let Go",10:30 AM,,yogis,25,Prenatal Yoga Long Island ~ The Yoga Womb
285,Family,Mar 17 2016 ,,New York,6,NY,1,Tue Nov 29,1 going,NYC Breastfeeding Support Group,10:30 AM,,Members,221,New York City Breastfeeding Support Group
286,Family,May 13 2016 ,,New York,2,NY,3,Sat Dec 17,2 going,DC Tour,12:00 PM,,Traveling parents,91,New York Family Travel
287,Family,Aug 11 2016 ,,Brooklyn,13,NY,10,Wed Nov 16,1 going,Free FITCAMP Workout - Suspended - looking for new location,06:00 PM,,Members,29,NSPIRE NY WEDNESDAYS
288,Family,Sep 30 2016 ,,New York,1,NY,,,,,,,Stars,64,Nyc Mums With Newborns
289,Family,Oct 1 2016 ,,New York,1,NY,,,,,,,Members,35,New York Homeschooling Meetup
290,Family,Oct 13 2016 ,,New York,,NY,1,Thu Nov 17,1 going,Meet & Greet,02:30 PM,,Members,10,New York Homebirth Meetup
291,Family,Nov 2 2016 ,,New York,,NY,2,Sat Dec 10,1 going,Hour of Code 2016,11:00 AM,,Parents,19,Moms in Tech NYC
292,Family,Nov 3 2016 ,,Brooklyn,,NY,,,,,,,Past Meetups,1,Brooklyn Korean Toddlers Meetup
293,Family,Aug 6 2006 ,44,New York,992,NY,1,,,,,,NJM Organizers,550,*Not Just Moms* - Organizer Group
294,Family,Aug 12 2006 ,,New York,2,NY,,,,,,,education,11,NYC SAT Prep from InteractiveMathTutor.com
295,Family,Oct 28 2006 ,,New York,88,NY,,,,,,,New and Expecting Parents,394,Manhattan New and Expectant Mothers
296,Family,Jan 1 2007 ,9,New York,79,NY,,,,,,,Moms,"1,371",The Upper West Side Parents Support Network Meetup
297,Family,Apr 25 2007 ,3,New York,60,NY,,,,,,,Pro-Life Advocates,100,The NYC Pro-Life Group
298,Family,May 9 2007 ,16,New York,318,NY,,,,,,,Skateboarders,567,The NYC Skateboarding Meetup Group
299,Family,Jun 19 2007 ,,New York,70,NY,,,,,,,UWS Moms,518,Upper West Side UWS Moms Group NYC
300,Health & Wellness,Dec 6 2015 ,,Astoria,35,NY,12,Mon Nov 14,2 going,Tune into FB LIVE for Morning Motivation & Self Empowerment,08:30 AM,,Conscious Rockstars,288,Self Improvement and The Journey to the Heart
301,Health & Wellness,Jul 20 2010 ,11,Astoria,267,NY,1,Sat Nov 12,3 going,Osho Saturday Evening Meditation,04:00 PM,,Osho Lovers in NY,591,Osho Meditations New York
302,Health & Wellness,Oct 21 2015 ,,Astoria,54,NY,9,Fri Nov 18,1 going,Weekly Accountability Meetup,07:00 AM,,highly productive people,109,Goals & Accountability for Creative People
303,Health & Wellness,Dec 26 2013 ,2,Astoria,13,NY,,,,,,,Members,87,"Death Cafe Astoria , NYC"
304,Health & Wellness,Dec 24 2015 ,,Astoria,,NY,,,,,,,Past Meetups,1,Carpool to Grandma's Meetup
305,Health & Wellness,Jan 15 2006 ,215,New York,"1,827",NY,33,,,,,,People with SA,"8,006",#1 New York Shyness and Social Anxiety Meetup Group
306,Health & Wellness,Apr 5 2011 ,47,New York,402,NY,17,Fri Nov 11,23 going,Dharma Drink Social with Rubin Museum's Visionary Circle (Young Professionals),06:30 PM,,Members,"5,509",Dharma Drink: the hangout for Buddhists (& like minded)
307,Health & Wellness,Mar 10 2011 ,23,New York,778,NY,41,Tue Nov 15,12 going,Tech & Meditation @ Breather,06:30 PM,,Meditators,"7,731",I Meditate NY
308,Health & Wellness,May 14 2014 ,9,New York,"1,264",NY,51,Sat Nov 12,2 going,FREE Morning Meditation Conference Call!,06:00 AM,,Spiritual Warriors,"4,452","Free and Affordable Yoga, Meditation, African Dance Classes"
309,Health & Wellness,Nov 12 2013 ,9,Astoria,147,NY,3,Wed Nov 16,7 going,Mindful Astoria: Wednesday Meditation Gathering,07:00 PM,,Wakeful minds,805,"Mindfulness Meditation Astoria, NY"
310,Health & Wellness,Oct 30 2016 ,2,New York,1,NY,7,Tue Nov 29,13 going,Become Fully Self-Expressed,07:00 PM,,Members,289,Unleashing Your Creativity
311,Health & Wellness,Oct 22 2003 ,95,New York,324,NY,3,,,,,,People divorcing or divorced,"1,677",The New York City Divorce Support Meetup Group
312,Health & Wellness,Dec 13 2006 ,33,New York,"1,078",NY,36,Fri Nov 11,5 going,"Meditate, Rest & Recharge",06:30 PM,,Meditators,"5,507","""Art of Living"" NYC- Making Life a Celebration"
